,Id,OverallQual,OverallCond,KitchenQual,GarageCars,Functional,Fireplaces,BsmtExposure,GarageFinish,GarageQual,BsmtQual,HeatingQC,ExterQual,FireplaceQu,BsmtFinType1,BsmtFinType2,TotRmsAbvGrd,BsmtFinSF1,MasVnrArea,BsmtFinSF2,KitchenAbvGr,Outdoor_Rec,Total_Fullbath,Total_Halfbath,Total_House_Area,UnfBsmt,SalePrice,logSalePrice,RoofMatl_compshg,RoofMatl_membran,RoofMatl_metal,RoofMatl_roll,RoofMatl_tar&grv,RoofMatl_wdshake,RoofMatl_wdshngl,CentralAir_y,Exterior1st_asphshn,Exterior1st_brkcomm,Exterior1st_brkface,Exterior1st_cblock,Exterior1st_cemntbd,Exterior1st_hdboard,Exterior1st_imstucc,Exterior1st_metalsd,Exterior1st_plywood,Exterior1st_stone,Exterior1st_stucco,Exterior1st_vinylsd,Exterior1st_wd sdng,Exterior1st_wdshing,Exterior2nd_asphshn,Exterior2nd_brk cmn,Exterior2nd_brkface,Exterior2nd_cblock,Exterior2nd_cmentbd,Exterior2nd_hdboard,Exterior2nd_imstucc,Exterior2nd_metalsd,Exterior2nd_other,Exterior2nd_plywood,Exterior2nd_stone,Exterior2nd_stucco,Exterior2nd_vinylsd,Exterior2nd_wd sdng,Exterior2nd_wd shng,Foundation_cblock,Foundation_pconc,Foundation_slab,Foundation_stone,Foundation_wood,MasVnrType_brkface,MasVnrType_nothing,MasVnrType_stone,PavedDrive_p,PavedDrive_y,Heating_gasa,Heating_gasw,Heating_grav,Heating_othw,Heating_wall,Electrical_fusef,Electrical_fusep,Electrical_mix,Electrical_sbrkr
67,68,7,5,4,2,8,0,3,2,3,4,5,4,0,6,1,7,1013,167,0,1,173,3,0,2932,0.30282174810736406,226000,12.328290278254423,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
68,69,4,6,3,1,8,0,1,1,3,3,3,3,0,1,1,4,0,0,0,1,0,1,0,1494,1.0,80000,11.289781913656018,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
69,70,7,4,3,2,8,1,1,3,3,3,3,4,3,4,1,7,603,0,0,1,135,2,0,3591,0.5375766871165644,225000,12.323855681186558,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
70,71,7,6,3,2,8,2,4,3,3,4,5,3,4,5,1,8,1880,1115,0,1,300,3,0,4446,0.15429599640125957,244000,12.404923504275338,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
71,72,4,6,3,2,8,0,1,1,3,3,3,3,0,5,1,4,565,0,0,1,0,2,0,1690,0.33136094674556216,129500,11.771436160121729,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
72,73,7,5,3,2,8,1,1,3,3,4,4,3,3,1,1,7,0,40,0,1,385,2,1,2550,1.0,185000,12.128111104060462,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
73,74,5,7,3,2,8,0,1,1,3,3,4,3,0,5,4,6,320,104,362,1,0,2,0,2172,0.3720073664825046,144900,11.883799128308773,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
74,75,3,6,3,1,8,0,1,1,3,2,4,4,0,1,1,8,0,0,0,2,202,2,0,2445,1.0,107400,11.584315461056901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
75,76,4,5,3,1,8,0,4,1,3,4,3,3,0,6,1,5,462,0,0,1,221,2,0,1450,0.0,91000,11.418614785498987,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
76,77,4,7,3,1,8,0,1,1,3,3,5,3,0,5,1,4,228,0,0,1,0,1,0,1904,0.7605042016806722,135750,11.818570237796182,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
77,78,5,5,3,1,7,0,1,1,3,3,3,3,0,4,6,6,336,0,41,1,0,2,0,1957,0.43898809523809523,127000,11.751942365440728,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
78,79,4,5,3,0,8,0,1,0,0,3,3,3,0,1,1,8,0,0,0,2,0,2,0,3536,1.0,136500,11.824079893607152,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
79,80,5,6,3,2,8,0,1,1,3,3,4,3,0,1,1,5,0,0,0,1,202,1,1,1670,1.0,110000,11.608235644774552,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
80,81,6,6,4,1,8,1,1,3,3,4,3,3,4,3,1,8,448,576,0,1,324,2,1,3038,0.5,193500,12.173032791451973,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
81,82,6,5,3,2,8,0,1,3,3,5,5,3,0,6,1,5,1201,443,0,1,199,3,0,2574,0.02910266774454325,153500,11.941455846009388,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
82,83,8,5,4,3,8,1,1,2,3,4,5,3,4,6,1,6,33,468,0,1,243,2,0,3126,0.9788867562380038,245000,12.409013489526863,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
83,84,5,5,3,2,8,0,1,1,3,3,4,3,0,1,1,6,0,66,0,1,74,1,1,2130,1.0,126500,11.747997587149712,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
84,85,7,5,3,2,8,1,1,3,3,4,4,3,3,1,1,7,0,22,0,1,192,2,1,1858,1.0,168500,12.034691028774553,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
85,86,8,5,4,2,8,1,1,1,3,4,5,4,3,1,1,9,0,284,0,1,209,2,1,3705,1.0,260000,12.468436909997665,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
86,87,6,5,4,2,8,1,3,3,3,4,5,4,4,1,1,6,0,0,0,1,138,2,1,2244,1.0,174000,12.066810578196666,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
87,88,6,5,4,2,8,0,3,2,3,4,5,4,0,1,1,4,0,76,0,1,234,2,1,1836,1.0,164500,12.010665849187564,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
88,89,3,2,2,0,8,0,1,0,0,3,3,2,0,1,1,6,0,0,0,1,156,1,0,2539,1.0,85000,11.350406535472453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
89,90,4,5,3,0,8,0,1,0,0,4,5,3,0,6,1,5,588,0,0,1,0,2,0,1980,0.40606060606060607,123600,11.724805824005728,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
90,91,4,5,3,2,8,0,0,1,3,0,3,3,0,0,0,4,0,0,0,1,29,1,0,1040,0.0,109900,11.607326140391713,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
91,92,5,3,3,2,8,0,1,1,3,3,3,3,0,3,1,6,600,203,0,1,0,1,0,2470,0.5141700404858299,98600,11.498826540590727,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
92,93,5,7,3,2,8,0,1,1,3,4,5,3,0,5,1,5,713,0,0,1,44,2,0,1840,0.1860730593607306,163500,12.004568269319446,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
93,94,6,6,3,2,8,1,2,1,3,3,5,3,4,3,1,9,1046,0,0,2,99,2,1,3505,0.13838550247116968,133900,11.804848531679264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
94,95,6,5,4,2,8,0,1,2,3,4,5,3,0,6,1,7,648,0,0,1,162,3,1,2610,0.21359223300970873,204750,12.229545001715316,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
95,96,6,8,3,2,8,1,1,3,3,4,4,5,3,5,1,6,310,68,0,1,295,2,1,2150,0.5441176470588235,185000,12.128111104060462,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
96,97,7,5,4,2,8,0,3,2,3,4,5,4,0,5,1,6,1162,183,0,1,187,2,0,3176,0.2682619647355164,214000,12.273731294003989,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
97,98,4,5,3,1,8,0,1,3,3,3,3,3,0,3,1,6,520,48,0,1,120,2,0,1920,0.4583333333333333,94750,11.458997122944673,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
98,99,5,5,3,1,8,0,1,1,2,3,2,3,0,5,1,5,108,0,0,1,77,1,0,1293,0.7641921397379913,83000,11.326595886778735,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
99,100,4,5,3,0,8,0,1,0,0,3,2,3,0,5,1,6,569,0,0,1,352,2,1,2175,0.4010526315789474,128950,11.76718001130949,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
100,101,6,7,4,2,8,2,2,2,3,3,4,3,3,5,1,6,1200,28,0,1,236,3,0,3220,0.2546583850931677,205000,12.230765258120545,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
101,102,6,5,4,2,8,1,1,3,3,4,3,4,3,1,1,7,0,336,0,1,238,2,1,2473,1.0,178000,12.089538829274222,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
102,103,5,5,3,2,8,0,0,1,3,0,3,3,0,0,0,8,0,0,0,2,0,2,0,1535,0.0,118964,11.686576205316552,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
103,104,7,5,4,3,8,0,1,2,3,4,5,3,0,1,1,6,0,0,0,1,36,2,0,2452,1.0,198900,12.200557464842063,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
104,105,7,4,3,1,8,2,1,1,3,3,5,3,3,2,1,7,224,600,0,1,184,1,1,2858,0.7846153846153846,169500,12.040608205802641,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
105,106,8,5,4,2,8,1,1,2,3,5,5,4,4,1,1,9,0,768,0,1,185,2,1,3045,1.0,250000,12.429216196844383,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
106,107,4,7,3,1,8,0,1,1,2,2,4,3,0,1,1,6,0,0,0,1,0,1,0,1688,1.0,100000,11.512925464970229,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
107,108,5,5,3,1,8,0,1,1,3,3,5,3,0,5,4,5,104,0,169,1,0,1,0,1578,0.6539923954372624,115000,11.652687407345388,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
108,109,5,7,2,0,8,0,1,0,0,3,3,3,0,1,1,7,0,0,0,1,144,2,0,2310,1.0,115000,11.652687407345388,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
109,110,6,6,3,2,8,1,1,2,3,4,5,3,3,4,1,7,705,480,0,1,122,2,0,3688,0.6176789587852495,190000,12.154779351142624,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
110,111,6,4,3,1,8,0,1,1,3,3,4,3,0,3,1,7,444,0,0,1,182,2,0,2849,0.5533199195171026,136900,11.82700601127654,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
111,112,7,5,3,2,8,1,1,3,3,4,5,3,3,6,1,7,250,0,0,1,180,2,1,1814,0.3489583333333333,180000,12.100712129872347,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
112,113,7,5,5,3,8,1,3,3,3,5,5,4,4,6,1,10,984,220,0,1,472,3,1,3960,0.22151898734177214,383970,12.858319703517948,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
113,114,6,5,4,2,8,2,2,1,3,4,3,3,4,5,3,7,35,184,869,1,478,3,0,4068,0.5002763957987839,217000,12.287652632522597,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
114,115,6,8,4,1,8,1,1,1,3,3,5,3,3,5,2,9,774,0,150,1,224,3,1,3348,0.10116731517509728,259500,12.46651198158808,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
115,116,6,5,3,2,8,1,1,1,3,4,4,3,2,6,1,5,419,1129,0,1,32,2,1,2187,0.4252400548696845,176000,12.078239274020289,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
116,117,5,5,3,1,8,1,1,1,3,3,3,3,1,2,4,6,170,116,670,1,164,1,1,2184,0.23076923076923078,139000,11.842229212112828,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
117,118,5,5,3,2,8,0,1,1,3,4,4,3,0,1,1,5,0,0,0,1,144,1,1,2250,1.0,155000,11.951180395901384,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
118,119,7,5,4,3,8,2,2,1,3,4,4,3,3,6,1,11,1470,0,0,1,367,4,0,4895,0.12133891213389121,320000,12.676076274775909,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
119,120,6,5,4,2,8,1,1,3,3,4,5,4,4,1,1,8,0,0,0,1,24,2,1,2184,1.0,163990,12.007560729337492,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
120,121,6,5,3,2,8,2,4,1,3,3,5,3,3,5,1,4,938,0,0,1,260,2,0,1926,0.0,180000,12.100712129872347,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
121,122,4,5,3,1,8,0,1,1,3,3,4,3,0,1,1,4,0,0,0,1,140,1,0,1855,1.0,100000,11.512925464970229,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
122,123,6,7,3,1,8,0,1,1,3,3,4,3,0,4,1,5,570,135,0,1,130,1,0,2160,0.4722222222222222,136000,11.820410164718188,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
123,124,6,5,4,2,8,0,1,2,3,4,5,4,0,6,1,5,300,0,0,1,63,2,0,2398,0.749791492910759,153900,11.94405831982697,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
124,125,6,5,3,2,8,1,1,1,3,4,3,3,3,1,1,7,0,0,0,1,192,2,0,2948,1.0,181000,12.106252310247962,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
125,126,6,8,3,0,8,0,3,0,0,3,4,3,0,6,1,5,490,0,0,1,53,2,0,1274,0.057692307692307696,84500,11.344506813345266,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
126,127,6,5,3,2,8,1,1,2,3,4,3,3,3,5,1,5,120,0,0,1,205,2,0,2036,0.8886827458256029,128000,11.759785542901755,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
127,128,5,7,3,0,8,1,1,0,0,3,5,3,3,2,1,5,116,0,0,1,0,1,0,1512,0.8273809523809523,87000,11.37366339763672,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
128,129,6,5,3,2,8,1,1,2,3,3,3,3,2,4,1,6,512,266,0,1,296,1,1,2008,0.22424242424242424,155000,11.951180395901384,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
129,130,5,7,5,2,8,0,1,2,3,3,3,3,0,3,4,6,567,85,28,1,260,1,2,2061,0.4097222222222222,150000,11.918390573078392,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
130,131,7,6,4,2,8,2,1,3,3,3,5,3,4,3,1,8,445,309,0,1,171,2,1,3081,0.5183982683982684,226000,12.328290278254423,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
131,132,6,5,4,2,8,1,1,2,3,4,5,4,3,6,1,7,695,40,0,1,72,3,1,3046,0.29939516129032256,244000,12.404923504275338,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
132,133,5,6,4,2,8,0,1,1,3,3,4,3,0,3,1,7,405,0,0,1,0,2,0,2390,0.6190028222013171,150750,11.923378114589433,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
133,134,8,5,4,2,8,0,1,3,3,5,5,4,0,6,1,6,1005,136,0,1,217,3,0,2563,0.2067876874506709,220000,12.301382825334498,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
134,135,5,6,3,2,7,1,1,2,3,3,4,3,3,3,1,7,570,0,0,1,276,2,1,3182,0.6098562628336756,180000,12.100712129872347,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
135,136,7,6,3,2,8,1,1,1,3,3,4,3,4,1,1,7,0,288,0,1,98,2,0,2986,1.0,174000,12.066810578196666,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
136,137,5,5,3,1,8,1,1,2,3,3,3,3,2,4,1,5,695,196,0,1,111,2,0,2428,0.42751235584843494,143000,11.870599909242044,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
137,138,7,5,3,3,8,0,1,1,3,3,4,3,0,1,1,9,0,70,0,2,0,3,0,3866,1.0,171000,12.049418835484797,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
