,OverallQual,KitchenQual,GarageCars,Functional,Fireplaces,BsmtExposure,GarageFinish,GarageQual,BsmtQual,HeatingQC,ExterQual,FireplaceQu,BsmtFinType1,BsmtFinType2,TotRmsAbvGrd,MasVnrArea,KitchenAbvGr,Outdoor_Rec,Total_Fullbath,Total_Halfbath,Total_House_Area,UnfBsmt,logSalePrice,CentralAir_y,PavedDrive_p,PavedDrive_y,Electrical_fusef,Electrical_fusep,Electrical_mix,Electrical_sbrkr
740,5,3,2,8,0,1,1,3,2,5,3,0,1,1,7,0,1,382,2,0,1696,1.0,11.790557201568507,1,0,1,0,0,0,1
741,6,4,1,8,0,2,1,3,3,4,3,0,6,1,5,0,1,168,2,1,1824,0.08771929824561403,11.8635823365834,1,0,1,0,0,0,1
742,7,3,2,8,0,1,1,3,4,5,3,0,1,1,6,108,1,175,2,0,2698,1.0,12.095141084822894,1,0,1,0,0,0,1
743,5,3,2,6,1,3,2,3,4,5,3,3,5,1,6,0,1,402,2,1,1984,0.14615384615384616,12.072541252905653,1,0,1,0,0,0,1
744,8,4,2,8,1,1,2,3,4,4,4,3,6,1,5,0,1,334,3,0,2674,0.4517576664173522,12.100712129872349,1,0,1,0,0,0,1
745,8,4,2,8,2,1,3,3,3,5,5,3,6,5,11,289,1,204,3,2,3857,0.4264448336252189,12.610870864650636,1,0,1,0,0,0,1
746,7,4,2,8,1,1,3,3,4,5,4,3,6,1,8,0,1,278,2,1,3208,0.6848739495798319,12.371587084007745,1,0,1,0,0,0,1
747,7,4,4,8,1,1,1,3,3,3,4,4,1,1,8,0,1,567,1,1,3880,1.0,12.491172637278908,0,0,0,0,0,0,1
748,7,4,2,8,1,1,3,3,4,5,4,3,6,1,7,338,1,450,3,0,3440,0.4656976744186047,12.469974189316552,1,0,1,0,0,0,1
749,4,3,1,5,0,0,1,3,0,3,3,0,0,0,9,0,1,277,2,0,1529,0.0,11.492722757652713,0,0,0,1,0,0,0
750,4,3,0,6,0,1,0,0,3,4,3,0,1,1,7,0,1,160,1,0,1716,1.0,11.477298287327075,1,0,0,0,0,0,1
751,7,4,2,8,0,1,3,3,4,5,4,0,1,1,6,0,1,48,2,1,1980,1.0,11.99535161421452,1,0,1,0,0,0,1
752,6,4,2,8,0,4,2,3,4,5,3,0,6,1,6,0,1,195,3,0,2973,0.18864097363083165,12.287652632522596,1,0,1,0,0,0,1
753,8,5,3,8,1,2,2,3,4,4,4,4,1,1,8,178,1,244,2,1,3128,1.0,12.526342907575106,1,0,1,0,0,0,1
754,6,4,2,8,0,1,2,3,3,4,3,0,6,2,5,0,1,219,2,0,2052,0.11208576998050683,11.957611286231675,1,0,1,0,0,0,1
755,6,3,2,8,0,1,1,3,4,4,3,0,6,1,6,894,1,24,2,1,2200,0.4773662551440329,12.058152515453553,1,0,1,0,0,0,1
756,8,4,2,8,0,3,2,3,4,5,4,0,6,1,7,0,1,249,2,1,2634,0.9769053117782909,12.264341553654152,1,0,1,0,0,0,1
757,6,3,2,8,1,2,3,3,3,3,3,3,3,1,6,328,1,335,2,1,2058,0.3482142857142857,11.976030352524807,1,0,1,0,0,0,1
758,7,3,2,8,0,1,1,3,4,4,3,0,5,1,6,360,1,0,2,1,2245,0.2620967741935484,12.097373228606832,1,0,1,0,0,0,1
759,8,4,3,8,1,3,2,3,4,5,4,3,2,5,9,513,1,320,2,1,3849,0.9089529590288316,12.577636201962655,1,0,1,0,0,0,1
760,6,3,1,8,0,1,1,5,3,5,3,0,3,1,5,0,1,0,1,0,1728,0.2916666666666667,11.755871643580615,1,0,1,0,0,0,1
761,5,2,2,7,0,2,1,3,3,3,3,0,2,1,5,0,1,0,1,0,2446,0.6462882096069869,11.512925464970227,1,0,1,0,0,0,1
762,7,4,2,8,0,2,1,3,4,5,3,0,6,1,7,0,1,214,2,1,2303,0.9682539682539684,12.279323107269766,1,0,1,0,0,0,1
763,8,4,3,8,1,2,2,3,4,5,4,4,6,1,8,673,1,308,3,1,3617,0.07108626198083066,12.727838209334497,1,0,1,0,0,0,1
764,8,5,2,8,1,3,3,3,4,5,4,4,2,6,6,0,1,246,2,1,2988,0.0,12.506177237980511,1,0,1,0,0,0,1
765,9,5,2,8,1,1,3,3,4,5,4,4,1,1,6,284,1,174,2,0,3004,1.0,12.484204257170106,1,0,1,0,0,0,1
766,7,3,2,8,1,1,1,3,4,3,3,3,6,1,7,42,1,450,2,1,2694,0.5979591836734693,12.188417710291452,1,0,1,0,0,0,1
767,6,3,1,5,0,2,1,3,4,5,3,0,5,1,7,0,1,401,3,0,2733,0.3285859613428281,11.982929094215965,1,0,1,0,0,0,1
768,7,4,2,8,1,1,3,3,4,5,4,4,6,1,8,0,1,153,2,0,3696,0.9870967741935484,12.286901198192789,1,0,1,0,0,0,1
769,8,5,3,5,1,4,3,3,4,5,5,4,5,1,12,603,1,749,4,1,4929,0.14181818181818182,13.195613839143922,1,0,1,0,0,0,1
770,5,3,2,8,0,3,1,3,4,3,3,0,6,1,5,0,1,120,2,0,1716,0.20163170163170166,11.812289042195847,1,0,1,0,0,0,1
771,4,3,2,8,0,1,1,3,2,3,3,0,2,1,6,0,1,0,1,0,2056,0.0,11.532728092266407,1,0,1,1,0,0,0
772,6,3,2,8,1,3,1,3,3,3,3,3,5,4,6,0,1,144,2,0,2146,0.466472303206997,11.580584113444045,1,0,1,0,0,0,1
773,5,3,1,8,0,1,2,3,3,5,3,0,3,1,5,1,1,0,1,0,1824,0.5,11.648330101976432,1,0,1,0,0,0,0
774,8,4,3,8,1,3,3,3,4,4,4,4,1,1,9,375,1,360,2,0,3908,1.0,12.886641043883259,1,0,1,0,0,0,1
775,6,3,2,8,0,1,3,3,5,5,3,0,6,1,5,320,1,247,3,0,2408,0.2807308970099668,11.99535161421452,1,0,1,0,0,0,1
776,7,4,3,8,0,3,2,3,4,5,4,0,6,1,7,240,1,203,2,0,3228,0.9876084262701365,12.308177868467329,1,0,1,0,0,0,1
777,5,3,2,8,1,1,1,3,3,3,3,2,5,1,5,0,1,241,2,0,1758,0.11805555555555555,11.86709727869084,1,0,1,0,0,0,1
778,5,3,2,8,2,0,1,3,0,3,3,3,0,0,10,320,2,0,2,0,2020,0.0,11.877568578558137,1,0,1,0,0,0,1
779,6,3,2,8,0,4,1,3,4,3,3,0,6,1,4,90,1,0,2,0,1979,0.0,11.813030057420569,1,0,1,0,0,0,1
780,7,3,2,8,1,1,3,3,4,4,3,3,1,1,6,38,1,241,2,0,2490,1.0,12.078239274020287,1,0,1,0,0,0,1
781,6,4,2,8,0,1,2,3,4,5,4,0,5,1,7,0,1,124,2,1,2364,0.4914586070959264,12.077670930725649,1,0,1,0,0,0,1
782,7,4,2,8,0,1,2,3,4,5,4,0,1,1,6,0,1,33,2,0,2843,1.0,12.13939851226218,1,0,1,0,0,0,1
783,5,4,2,8,1,3,3,3,4,5,3,3,6,1,4,104,1,333,2,0,2207,0.0,12.016726473799254,1,0,1,0,0,0,1
784,6,3,0,8,1,1,0,0,3,5,3,4,1,1,9,0,1,425,2,0,2226,1.0,11.759785542901756,1,0,1,0,0,0,1
785,6,3,2,8,1,1,1,3,3,3,3,4,3,2,7,0,1,197,2,0,2714,0.35787172011661805,11.992260421644847,1,0,1,0,0,0,1
786,5,3,1,8,0,1,1,3,2,3,3,0,2,1,7,0,1,196,3,0,2338,0.0,11.842229212112827,1,0,1,0,0,0,1
787,7,4,2,8,0,1,2,3,4,5,4,0,6,1,8,0,1,45,3,1,3040,0.3138075313807531,12.358793732547838,1,0,1,0,0,0,1
788,4,3,1,8,0,1,1,2,3,5,3,0,1,1,4,0,1,0,1,0,1802,1.0,11.588960151246223,1,0,1,0,0,0,1
789,6,4,2,8,0,4,3,3,3,4,3,0,2,1,9,157,1,301,2,1,2919,0.3173076923076923,12.141534124392605,1,0,1,0,0,0,1
790,7,4,2,8,1,1,3,3,4,5,4,4,6,1,5,11,1,116,2,0,2290,0.9860262008733623,11.984178313616395,1,0,1,0,0,0,1
791,6,3,2,8,2,3,2,3,4,3,3,3,5,1,5,0,1,120,2,0,2091,0.4761904761904762,11.896826395162554,1,0,1,0,0,0,1
792,7,3,2,8,1,3,1,3,4,5,4,3,6,1,8,0,1,310,3,1,3130,0.22829006266786034,12.50539915757667,1,0,1,0,0,0,1
793,8,4,2,8,0,3,3,3,4,5,4,0,1,1,7,140,1,298,2,0,2992,1.0,12.323855681186556,1,0,1,0,0,0,1
794,7,4,2,8,1,1,3,3,4,5,4,3,1,1,7,0,1,189,2,1,2607,1.0,12.178187442040636,1,0,1,0,0,0,1
795,6,3,2,8,1,1,1,3,4,3,3,3,1,1,7,130,1,254,2,1,2214,1.0,12.049418835484795,1,0,1,0,0,0,1
796,6,3,2,8,1,1,2,3,3,5,3,3,1,1,7,148,1,138,1,1,1945,1.0,11.874090314181814,1,0,1,0,0,0,1
797,5,3,1,8,0,1,1,3,3,4,3,0,4,1,4,0,1,0,1,0,1546,0.2626131953428202,11.608235644774554,1,0,1,0,0,0,1
798,9,5,3,8,2,1,3,3,5,5,5,4,1,1,11,860,1,222,3,1,5066,1.0,13.09190416991962,1,0,1,0,0,0,1
799,5,4,1,8,2,1,1,3,4,5,3,3,5,1,7,252,1,264,2,1,2499,0.2216142270861833,12.072541252905653,1,0,1,0,0,0,1
800,6,4,2,8,0,4,2,3,4,4,3,0,6,1,8,0,1,702,3,1,2304,0.25,12.206072645530176,1,0,1,0,0,0,1
801,4,3,2,8,0,1,1,3,3,5,3,0,2,1,5,0,1,0,2,0,2392,0.8352842809364549,11.607326140391713,1,0,1,0,0,0,0
802,7,4,2,8,1,3,3,3,4,5,4,4,6,1,7,0,1,54,3,1,2184,0.10989010989010987,12.14950229404178,1,0,1,0,0,0,1
803,9,5,3,8,1,4,2,3,5,5,5,4,1,1,12,424,1,414,3,1,4556,1.0,13.275827535915461,1,0,1,0,0,0,1
804,5,3,1,7,0,1,1,3,3,3,3,0,2,1,5,0,1,0,1,0,2064,0.13247863247863248,11.6784399034478,1,0,1,0,0,0,1
805,7,5,2,8,0,1,2,3,4,5,4,0,1,1,6,256,1,60,2,0,2845,1.0,12.33569641332368,1,0,1,0,0,0,1
806,5,3,1,8,0,3,3,3,3,4,3,0,5,3,6,0,1,68,2,0,1960,0.1020408163265306,11.816726919301894,1,0,1,0,0,0,1
807,5,4,2,8,1,4,2,3,3,5,3,3,6,1,6,0,1,312,3,1,2900,0.01132930513595166,12.31716669303576,1,0,1,0,0,0,1
808,5,3,2,8,1,3,2,3,3,3,3,4,5,4,6,1047,1,0,2,0,2110,0.37109375,11.982616545377665,1,0,1,0,0,0,1
809,5,3,2,8,0,1,1,2,3,3,3,0,1,1,11,0,3,196,2,0,2987,1.0,11.571194373094206,0,0,0,0,0,0,0
810,6,4,2,8,1,1,2,3,3,2,3,2,5,2,5,99,1,265,2,1,2349,0.0,12.106252310247962,1,0,1,0,0,0,1
811,6,4,2,8,1,4,3,3,4,5,4,4,6,1,4,169,1,140,2,0,1696,0.21933962264150944,11.881034786534624,1,0,1,0,0,0,1
812,5,2,2,8,0,3,1,3,3,3,2,0,1,1,4,0,1,0,1,0,1584,1.0,10.932981961904137,0,0,0,0,0,0,0
813,6,3,1,8,0,1,2,3,3,4,3,0,3,1,7,243,1,275,1,1,2884,0.5783633841886269,11.969717200243736,1,0,1,0,0,0,1
814,5,2,1,8,0,1,1,3,3,4,3,0,1,1,7,0,1,303,1,2,1936,1.0,11.6613454700885,1,1,0,0,0,0,1
815,7,4,2,8,0,1,2,3,4,5,3,0,1,1,6,442,1,34,2,0,3310,1.0,12.323411137947408,1,0,1,0,0,0,1
816,5,3,1,8,1,1,2,3,3,4,3,4,4,1,4,0,1,120,1,0,2016,0.5178571428571429,11.827736204810266,1,0,1,0,0,0,1
817,8,4,3,8,2,1,2,3,4,5,4,4,6,1,7,148,1,209,3,0,3257,0.22321428571428573,12.50987409986184,1,0,1,0,0,0,1
818,6,3,2,8,0,3,1,3,3,4,3,0,6,1,6,80,1,0,2,0,2062,0.500990099009901,11.951180395901384,1,0,1,0,0,0,1
819,7,4,2,8,1,2,2,3,4,5,4,4,6,1,6,128,1,227,3,0,2716,0.4602356406480118,12.319401330837175,1,0,1,0,0,0,1
820,7,4,2,8,0,1,2,3,4,5,4,0,1,1,6,0,1,45,2,1,2438,1.0,12.117241431823556,1,0,1,0,0,0,1
821,4,3,2,6,0,1,1,3,2,3,2,0,1,1,4,0,1,144,1,0,1872,1.0,11.440354772135393,0,0,1,0,0,0,1
822,7,4,2,8,1,4,3,3,4,5,4,4,1,1,7,0,1,148,2,1,2580,1.0,12.323855681186556,1,0,1,0,0,0,1
823,6,3,1,8,1,1,1,3,3,3,3,4,1,1,7,0,1,335,2,0,2267,1.0,11.845819880243553,1,0,1,0,0,0,1
824,8,4,2,8,1,1,2,3,4,5,4,4,1,1,7,0,1,140,2,0,2978,1.0,12.357075519066699,1,0,1,0,0,0,1
825,10,5,3,8,1,3,3,3,5,5,5,4,6,1,7,816,1,233,3,0,4162,0.21270452358036573,12.86099861326992,1,0,1,0,0,0,1
826,5,4,0,8,0,1,0,0,3,4,3,0,5,1,5,0,1,116,2,0,1568,0.0,11.603679828238691,1,0,1,0,0,0,1
827,7,4,2,8,1,1,2,3,4,5,4,3,6,1,6,0,1,329,2,0,2888,0.9862448418156808,12.14950229404178,1,0,1,0,0,0,1
828,5,3,2,6,0,4,3,3,3,3,3,0,2,5,7,0,1,711,2,2,3139,0.0,12.128111104060464,1,0,1,0,0,0,1
829,7,4,2,8,0,1,2,3,4,5,4,0,1,1,4,0,1,166,2,1,1823,1.0,11.900905258737373,1,0,1,0,0,0,1
830,6,3,2,8,2,1,2,3,3,3,3,4,3,1,6,387,1,192,2,1,2784,0.25287356321839083,12.019743067338679,1,0,1,0,0,0,0
831,7,4,2,8,0,1,2,3,4,5,3,0,1,1,4,0,1,166,2,1,1800,1.0,11.925035115797062,1,0,1,0,0,0,1
832,7,4,2,8,1,1,2,3,4,5,4,3,6,1,7,223,1,231,3,1,2770,0.4867162592986185,12.375815420117268,1,0,1,0,0,0,1
833,6,3,2,8,0,1,2,3,3,3,3,0,3,4,6,180,1,152,1,1,3032,0.6431398416886543,12.025749091398893,1,0,1,0,0,0,1
834,5,3,2,8,0,1,1,3,3,4,3,0,3,1,6,136,1,0,2,0,2288,0.5,11.8490404949436,1,0,1,0,0,0,1
835,4,4,2,6,0,1,1,3,4,3,3,0,4,1,4,0,1,290,2,0,2134,0.5857544517338332,11.759785542901756,1,0,1,0,0,0,1
836,5,3,2,6,0,1,1,3,3,4,3,0,3,1,5,0,1,346,2,0,3118,0.7831943553559975,11.941455846009385,1,0,1,0,0,0,1
837,6,3,1,8,0,1,1,3,3,3,3,0,4,1,5,158,1,0,2,1,1470,0.3167701863354037,11.512925464970227,1,0,1,0,0,0,1
838,5,4,1,8,0,1,1,3,4,5,3,0,1,1,6,0,1,278,1,1,2198,1.0,11.877568578558137,1,0,1,0,0,0,1
839,5,3,1,8,0,1,1,3,3,5,3,0,4,1,6,0,1,0,1,0,1968,0.5416666666666666,11.779128505744884,1,0,1,0,0,0,1
840,6,2,1,8,0,1,1,3,3,3,3,0,4,1,7,0,1,254,2,0,2154,0.7678571428571429,11.849397701591439,0,1,0,0,0,0,1
841,5,4,2,8,1,1,1,4,3,4,3,1,1,1,8,0,1,216,2,0,2189,1.0,11.967180737247824,1,1,0,0,0,0,1
842,6,3,2,8,0,4,2,4,3,3,3,0,3,5,6,183,1,129,2,1,2292,0.24489795918367346,12.071969661006696,1,0,1,0,0,0,1
843,5,3,0,8,0,1,0,0,3,5,3,0,1,1,10,0,2,0,2,0,3600,1.0,11.856515169360303,0,0,1,0,0,0,1
844,5,3,3,8,1,2,1,3,3,4,3,4,1,1,7,0,1,612,1,1,2292,1.0,11.94405831982697,1,0,1,0,0,0,1
845,5,3,2,6,2,4,3,3,4,3,3,3,5,1,6,0,1,0,3,0,3091,0.0,12.049418835484795,1,0,1,0,0,0,1
846,7,4,2,8,1,1,1,3,4,5,4,3,5,1,7,137,1,498,3,1,2515,0.30675675675675673,12.269047444691562,1,0,1,0,0,0,1
847,5,3,1,8,1,3,1,3,3,5,3,2,4,1,5,0,1,0,2,0,1728,0.4675925925925926,11.801856756822444,1,0,1,0,0,0,1
848,6,3,2,8,1,1,1,2,3,3,3,4,1,1,10,0,1,701,3,0,3265,1.0,12.388394202324125,1,0,1,0,0,0,1
849,6,3,2,8,1,1,2,3,3,5,4,3,1,1,7,360,1,213,2,1,2383,1.0,12.138863895836725,1,0,1,0,0,0,1
850,6,4,2,8,0,3,3,3,4,5,4,0,6,1,3,170,1,140,2,0,1696,0.22287735849056606,11.786762130599953,1,0,1,0,0,0,1
851,8,4,2,8,1,4,3,3,4,5,4,3,1,1,7,40,1,163,2,0,2729,1.0,12.278393307109802,1,0,1,0,0,0,1
852,7,3,1,8,2,1,1,3,3,4,3,4,3,1,7,0,1,126,2,0,2564,0.6034858387799564,12.007621706806335,1,0,1,0,0,0,1
853,6,3,2,8,1,4,2,3,3,3,3,2,3,1,7,115,1,180,1,1,2572,0.4995563442768412,11.970350312009106,1,0,1,0,0,0,1
854,5,3,2,8,1,2,1,3,3,3,3,4,5,3,6,0,1,730,2,1,3542,0.21100397050482134,12.0435537160324,1,0,1,0,0,0,1
855,5,3,1,8,0,1,1,3,3,5,3,0,5,1,6,0,1,104,2,1,2080,0.3663461538461538,11.751942365440726,1,0,1,0,0,0,1
856,6,3,2,8,0,4,1,3,4,3,3,0,6,2,5,0,1,34,2,0,1966,0.0,11.898187865760873,1,0,1,0,0,0,1
857,6,3,2,8,1,1,3,3,4,4,3,3,1,1,6,0,1,36,2,1,2183,1.0,12.066810578196664,1,0,1,0,0,0,1
858,7,3,2,8,1,1,2,3,4,3,3,3,1,1,6,189,1,0,2,0,2460,1.0,11.931635799828413,1,0,1,0,0,0,1
859,6,4,2,8,1,2,1,3,3,3,3,4,4,1,9,220,1,287,3,1,3708,0.4127134724857685,12.429216196844385,1,0,1,0,0,0,1
860,7,4,1,8,1,1,1,3,3,4,4,4,1,1,7,0,1,240,1,1,2338,1.0,12.154516158615772,1,0,1,0,0,0,1
861,5,3,2,8,0,2,1,3,3,5,3,0,4,1,6,0,1,0,2,1,2078,0.19056785370548604,11.786762130599953,1,0,1,0,0,0,1
862,6,3,2,8,0,1,1,3,4,3,3,0,6,1,6,0,1,0,2,0,2137,0.675,11.931635799828413,1,0,1,0,0,0,1
863,5,3,1,8,0,1,1,3,3,3,3,0,4,1,6,0,1,0,2,0,2296,0.0,11.794337924408412,1,0,1,0,0,0,1
864,7,4,2,8,0,1,3,3,5,5,4,0,1,1,6,0,1,140,2,0,2744,1.0,12.431533509799545,1,0,1,0,0,0,1
865,5,3,2,8,0,1,1,3,3,3,3,0,4,1,5,76,1,0,2,0,2004,0.17365269461077845,11.908340237224893,1,0,1,0,0,0,1
866,8,4,3,8,1,3,2,3,4,5,4,4,1,1,6,274,1,272,2,0,3284,1.0,12.424806488355687,1,0,1,0,0,0,1
867,4,2,2,8,0,1,2,3,3,3,3,0,5,1,5,0,1,168,2,1,2160,0.10384615384615384,11.767567683343811,1,0,1,0,0,0,1
868,5,3,2,8,1,0,1,3,0,4,3,3,0,0,7,0,1,264,2,0,2320,0.0,12.037653993905213,1,1,0,0,0,0,1
869,7,4,2,8,1,1,3,3,4,5,4,3,6,1,8,246,1,246,3,1,2999,0.2857142857142857,12.371587084007745,1,0,1,0,0,0,1
870,5,3,1,8,0,1,1,3,3,4,3,0,1,1,5,0,1,0,1,0,1788,1.0,11.603679828238691,0,0,1,0,0,0,1
871,6,4,2,8,0,1,2,3,4,5,3,0,6,1,7,116,1,77,2,1,2486,0.3718905472636816,12.208569525728759,1,0,1,0,0,0,1
872,5,4,2,8,0,3,1,3,3,4,4,0,1,1,5,0,1,346,1,0,1015,1.0,11.6613454700885,1,0,1,0,0,0,1
873,5,3,1,8,1,1,1,3,3,4,4,4,3,1,6,0,1,28,1,0,2100,0.5492788461538461,11.79810440720389,1,0,1,0,0,0,1
874,5,3,1,8,0,1,1,3,3,5,3,0,1,1,5,0,1,26,1,1,1807,1.0,11.104957226643943,1,0,1,0,0,0,1
875,8,5,2,8,1,3,3,3,4,5,4,4,6,1,11,0,1,572,2,1,3794,0.945945945945946,12.623061104072981,1,0,1,0,0,0,1
876,4,3,2,8,0,4,1,3,3,4,3,0,5,1,5,0,1,0,2,0,2104,0.4050751879699248,11.792449349720545,1,0,1,0,0,0,1
877,9,5,3,8,1,1,3,3,5,5,4,4,6,1,10,216,1,184,3,1,3686,0.1997264021887825,12.765688433465595,1,0,1,0,0,0,1
878,5,4,2,6,0,3,1,3,3,3,3,0,5,1,6,0,1,192,2,0,2264,0.18935978358881875,11.904967552746253,1,0,1,0,0,0,1
879,5,3,1,8,0,1,1,3,3,5,4,0,5,1,6,90,1,0,2,0,1728,0.2523148148148148,11.824079893607152,1,0,1,0,0,0,1
880,5,3,2,8,0,1,3,3,5,4,3,0,5,1,5,0,1,49,2,1,2180,0.10091743119266056,11.964001084330445,1,0,1,0,0,0,1
881,7,4,2,8,1,2,2,3,4,5,4,3,2,1,7,117,1,204,2,1,2873,0.21972318339100347,12.141534124392605,1,0,1,0,0,0,1
882,6,3,2,8,1,1,2,3,4,4,3,3,1,1,7,0,1,382,2,1,2401,1.0,12.089538829274224,1,0,1,0,0,0,1
883,4,3,1,8,0,1,1,3,3,3,4,0,1,1,10,0,1,188,2,0,3025,1.0,11.682668239557323,0,0,1,0,0,0,1
884,5,3,1,8,0,1,2,3,3,3,3,0,4,1,5,60,1,0,1,0,1784,0.5156950672645739,11.512925464970227,1,0,1,0,0,0,1
885,9,4,2,8,1,3,3,3,5,5,4,3,6,1,5,60,1,162,3,0,3407,0.27090694935217896,12.703509032177148,1,0,1,0,0,0,1
886,5,3,2,8,0,1,3,3,3,5,3,0,2,1,8,122,2,326,2,0,3338,0.6752767527675276,11.884489021402711,1,0,1,0,0,0,1
887,5,3,1,8,0,1,1,3,3,3,3,0,1,1,8,0,1,386,1,1,2209,1.0,11.816726919301894,1,0,1,0,0,0,1
888,8,4,2,8,1,4,1,3,3,5,4,3,5,3,8,0,1,512,3,0,4434,0.4704555705908886,12.498742259492994,1,0,1,0,0,0,1
889,6,3,2,8,1,1,2,3,3,5,3,3,4,1,6,90,1,162,2,0,3010,0.3196013289036545,11.915051671812876,1,0,1,0,0,0,1
890,5,3,2,8,1,2,1,3,3,5,3,1,1,1,6,0,1,0,1,0,1596,1.0,11.719126295554124,1,0,1,0,0,0,1
891,6,3,2,8,1,1,2,3,3,4,3,3,2,3,7,92,1,243,2,1,2601,0.20915032679738566,12.058152515453553,1,0,1,0,0,0,1
892,6,3,1,8,0,1,2,3,3,3,3,0,6,1,6,0,1,192,1,1,2127,0.3739376770538244,11.947949375319936,1,0,1,0,0,0,1
893,5,3,1,8,1,2,1,3,4,3,3,4,4,1,6,0,1,627,2,0,2766,0.2306579898770788,12.013700752882716,1,0,1,0,0,0,1
894,5,3,2,8,0,0,1,3,0,3,3,0,0,0,8,0,2,0,2,0,1535,0.0,11.685684782260491,1,0,1,0,0,0,1
895,6,3,2,8,1,1,2,3,3,3,3,3,4,1,8,415,1,50,2,1,2576,0.4871794871794872,11.849397701591439,1,0,1,0,0,0,1
896,4,3,1,8,0,1,1,3,3,5,3,0,5,1,6,0,1,28,1,0,1902,0.7003154574132492,11.575900264131615,0,0,1,0,0,0,1
897,5,3,2,8,0,0,1,3,0,3,3,0,0,0,12,0,2,154,2,0,2240,0.0,11.870271183889114,1,0,1,0,0,0,1
898,9,5,3,8,2,4,3,3,5,5,5,4,6,1,11,760,1,67,3,1,4694,0.06094420600858369,13.3239269468631,1,0,1,0,0,0,1
899,5,3,1,8,1,1,1,3,3,3,3,3,4,1,6,0,1,0,1,0,2148,0.4901315789473684,11.813030057420569,1,0,1,0,0,0,1
900,4,3,1,8,0,1,1,3,3,3,3,0,5,1,4,0,1,0,1,0,1716,0.6247086247086248,11.608235644774554,1,0,1,0,0,0,1
901,5,3,1,8,0,2,1,3,3,3,3,0,4,1,5,0,1,0,2,0,2298,0.13306451612903225,11.938193200374572,1,0,1,0,0,0,1
902,7,4,2,8,1,1,3,3,4,5,4,4,1,1,8,0,1,75,2,1,2292,1.0,12.100712129872349,1,0,1,0,0,0,1
903,7,4,3,8,1,1,2,3,4,5,4,4,1,1,7,27,1,204,2,0,3340,1.0,12.388394202324125,1,0,1,0,0,0,1
904,5,3,1,8,0,1,1,3,3,3,3,0,6,1,6,75,1,0,1,0,1778,0.3162100456621005,11.740061037553975,1,0,1,0,0,0,1
905,5,3,1,8,0,1,2,3,3,3,3,0,3,2,6,110,1,164,2,0,2119,0.3901515151515152,11.759785542901756,1,0,1,0,0,0,1
906,8,4,3,8,1,1,2,3,4,5,4,4,6,1,8,208,1,60,3,0,3259,0.9611829944547134,12.449018824140566,1,0,1,0,0,0,1
907,7,4,1,8,1,1,3,2,4,4,4,4,3,1,6,0,1,322,1,1,3074,0.7807276302851525,12.429216196844385,1,0,1,0,0,0,1
908,5,3,2,8,0,3,1,3,4,3,3,0,4,5,5,0,1,164,2,0,1766,0.27662037037037035,11.782952602183288,1,0,1,0,0,0,1
909,6,4,2,8,1,1,3,3,4,5,4,4,1,1,8,0,1,60,2,1,2226,1.0,12.066810578196664,1,0,1,0,0,0,1
910,5,3,2,8,0,1,1,3,3,3,3,0,3,1,12,361,2,0,2,0,3379,0.5990950226244344,11.946654038351252,1,0,1,0,0,0,0
911,5,4,1,8,0,3,1,3,4,3,3,0,5,1,5,0,1,173,1,1,2536,0.8454258675078864,11.874090314181814,1,0,1,0,0,0,1
912,5,3,1,7,0,1,1,3,3,3,3,0,3,1,6,0,1,232,1,0,1783,0.36328125,11.385092093460345,0,0,1,0,0,0,1
913,5,3,3,8,0,1,1,3,3,3,3,0,4,1,8,0,2,0,2,0,3003,0.7162837162837162,11.884489021402711,0,0,1,0,0,0,0
914,6,4,2,8,0,3,2,3,4,5,4,0,6,1,4,76,1,234,2,1,1836,0.5196078431372549,12.065274916913605,1,0,1,0,0,0,1
915,4,3,1,8,0,1,1,3,3,2,3,0,1,1,6,80,1,0,1,1,1638,1.0,11.225243392518447,1,0,1,0,0,0,1
916,2,3,1,8,0,3,1,3,3,3,3,0,4,1,4,0,1,0,1,0,960,0.8958333333333334,10.47194980911048,0,0,1,0,0,0,0
917,4,3,1,8,0,1,2,3,3,5,3,0,5,1,6,0,1,0,1,0,2363,0.06613756613756612,11.813030057420569,1,0,1,0,0,0,0
918,7,4,3,8,1,2,2,3,5,5,4,3,4,6,8,0,1,488,3,1,3231,0.3822463768115942,12.380025952653613,1,0,1,0,0,0,1
919,6,3,2,7,1,1,1,3,4,5,5,3,5,4,6,0,1,241,2,0,2598,0.20692567567567569,12.08107615535549,1,0,1,0,0,0,1
920,6,4,2,8,0,1,2,3,4,5,4,0,6,1,7,105,1,387,2,2,2649,0.12284482758620688,12.211060187041214,1,0,1,0,0,0,1
921,5,3,0,8,0,1,0,0,3,4,3,0,5,1,9,0,2,70,4,2,3472,0.14779874213836475,11.890676734510874,1,0,0,0,0,0,1
922,6,4,2,8,1,1,3,3,4,5,4,4,6,1,6,0,1,123,2,0,2632,0.9787234042553192,12.043494890772815,1,0,1,0,0,0,1
923,6,4,2,8,1,1,2,3,4,5,4,2,2,6,5,0,1,69,3,0,3221,0.3728179551122193,12.170445467887022,1,0,1,0,0,0,1
924,6,3,2,8,1,1,1,3,4,3,3,3,4,2,7,157,1,515,3,0,3372,0.0,12.24288661865289,1,0,1,0,0,0,1
925,5,5,2,8,0,3,2,3,4,3,3,0,5,2,6,0,1,180,2,1,2252,0.23623445825932504,12.072541252905653,1,0,1,0,0,0,1
