"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"54","54","20","rl","68","50271","pave","nothing","ir1","low","allpub","inside","gtl","veenker","norm","norm","1fam","1story","9","5","1981","1987","gable","wdshngl","wdshing","wd shng","nothing","0","gd","ta","cblock","ex","ta","gd","glq","1810","unf","0","32","1842","gasa","gd","y","sbrkr","1842","0","0","1842","2","0","0","1","0","1","gd","5","typ","1","gd","attchd","1981","fin","3","894","ta","ta","y","857","72","0","0","0","0","nothing","nothing","nothing","0","11","2006","wd","normal","385000"
"55","55","80","rl","60","7134","pave","nothing","reg","bnk","allpub","inside","mod","names","norm","norm","1fam","slvl","5","5","1955","1955","gable","compshg","metalsd","metalsd","nothing","0","ta","ta","cblock","ta","ta","no","alq","384","unf","0","0","384","gasa","ta","y","sbrkr","1360","0","0","1360","0","0","1","0","3","1","ta","6","min1","1","ta","detchd","1962","unf","2","572","ta","ta","y","0","50","0","0","0","0","nothing","mnprv","nothing","0","2","2007","wd","normal","130000"
"56","56","20","rl","100","10175","pave","nothing","ir1","lvl","allpub","inside","gtl","names","norm","norm","1fam","1story","6","5","1964","1964","gable","compshg","hdboard","plywood","brkface","272","ta","ta","cblock","ta","ta","no","blq","490","unf","0","935","1425","gasa","gd","y","sbrkr","1425","0","0","1425","0","0","2","0","3","1","ta","7","typ","1","gd","attchd","1964","rfn","2","576","ta","ta","y","0","0","0","407","0","0","nothing","nothing","nothing","0","7","2008","wd","normal","180500"
"57","57","160","fv","24","2645","pave","pave","reg","lvl","allpub","inside","gtl","somerst","norm","norm","twnhs","2story","8","5","1999","2000","gable","compshg","metalsd","metalsd","brkface","456","gd","ta","pconc","gd","ta","no","glq","649","unf","0","321","970","gasa","ex","y","sbrkr","983","756","0","1739","1","0","2","1","3","1","gd","7","typ","0","nothing","attchd","1999","fin","2","480","ta","ta","y","115","0","0","0","0","0","nothing","nothing","nothing","0","8","2009","wd","abnorml","172500"
"58","58","60","rl","89","11645","pave","nothing","ir1","lvl","allpub","corner","gtl","collgcr","norm","norm","1fam","2story","7","5","2004","2004","gable","compshg","vinylsd","vinylsd","nothing","0","gd","ta","pconc","gd","ta","no","unf","0","unf","0","860","860","gasa","ex","y","sbrkr","860","860","0","1720","0","0","2","1","3","1","gd","7","typ","0","nothing","attchd","2004","rfn","2","565","ta","ta","y","0","70","0","0","0","0","nothing","nothing","nothing","0","8","2006","wd","normal","196500"
"59","59","60","rl","66","13682","pave","nothing","ir2","hls","allpub","culdsac","gtl","stonebr","norm","norm","1fam","2story","10","5","2006","2006","hip","compshg","vinylsd","vinylsd","brkface","1031","ex","ta","pconc","ex","ta","gd","unf","0","unf","0","1410","1410","gasa","ex","y","sbrkr","1426","1519","0","2945","0","0","3","1","3","1","gd","10","typ","1","gd","builtin","2006","fin","3","641","ta","ta","y","192","0","37","0","0","0","nothing","nothing","nothing","0","10","2006","new","partial","438780"
"60","60","20","rl","60","7200","pave","nothing","reg","bnk","allpub","inside","gtl","collgcr","norm","norm","1fam","1story","5","7","1972","1972","gable","compshg","hdboard","hdboard","nothing","0","ta","ta","cblock","ta","ta","av","alq","632","unf","0","148","780","gasa","ex","y","sbrkr","780","0","0","780","0","0","1","0","2","1","ta","4","typ","0","nothing","detchd","1973","unf","1","352","ta","ta","y","196","0","0","0","0","0","nothing","mnprv","nothing","0","1","2008","wd","normal","124900"
"61","61","20","rl","63","13072","pave","nothing","reg","lvl","allpub","inside","gtl","sawyerw","rrae","norm","1fam","1story","6","5","2004","2004","gable","compshg","vinylsd","vinylsd","nothing","0","ta","ta","pconc","gd","ta","no","alq","941","unf","0","217","1158","gasa","ex","y","sbrkr","1158","0","0","1158","1","0","1","1","3","1","gd","5","typ","0","nothing","detchd","2006","unf","2","576","ta","ta","y","0","50","0","0","0","0","nothing","nothing","nothing","0","5","2006","new","partial","158000"
"62","62","75","rm","60","7200","pave","nothing","reg","lvl","allpub","inside","gtl","idotrr","norm","norm","1fam","2.5unf","5","7","1920","1996","gable","compshg","metalsd","metalsd","nothing","0","ta","ta","brktil","ta","fa","no","unf","0","unf","0","530","530","gasa","ta","n","sbrkr","581","530","0","1111","0","0","1","0","3","1","fa","6","typ","0","nothing","detchd","1935","unf","1","288","ta","ta","n","0","0","144","0","0","0","nothing","nothing","nothing","0","3","2007","wd","normal","101000"
"63","63","120","rl","44","6442","pave","nothing","ir1","lvl","allpub","inside","gtl","nridght","norm","norm","twnhse","1story","8","5","2006","2006","gable","compshg","vinylsd","vinylsd","stone","178","gd","ta","pconc","gd","gd","mn","glq","24","unf","0","1346","1370","gasa","ex","y","sbrkr","1370","0","0","1370","0","0","2","0","2","1","gd","6","typ","1","gd","attchd","2006","rfn","2","484","ta","ta","y","120","49","0","0","0","0","nothing","nothing","nothing","0","10","2007","wd","normal","202500"
"64","64","70","rm","50","10300","pave","nothing","ir1","bnk","allpub","inside","gtl","oldtown","rran","feedr","1fam","2story","7","6","1921","1950","gable","compshg","stucco","stucco","nothing","0","ta","ta","brktil","ta","ta","no","unf","0","unf","0","576","576","gasa","gd","y","sbrkr","902","808","0","1710","0","0","2","0","3","1","ta","9","typ","0","nothing","detchd","1990","unf","2","480","ta","ta","y","12","11","64","0","0","0","nothing","gdprv","nothing","0","4","2010","wd","normal","140000"
"65","65","60","rl","0","9375","pave","nothing","reg","lvl","allpub","inside","gtl","collgcr","norm","norm","1fam","2story","7","5","1997","1998","gable","compshg","vinylsd","vinylsd","brkface","573","ta","ta","pconc","gd","ta","no","glq","739","unf","0","318","1057","gasa","ex","y","sbrkr","1057","977","0","2034","1","0","2","1","3","1","gd","8","typ","0","nothing","attchd","1998","rfn","2","645","ta","ta","y","576","36","0","0","0","0","nothing","gdprv","nothing","0","2","2009","wd","normal","219500"
"66","66","60","rl","76","9591","pave","nothing","reg","lvl","allpub","inside","gtl","nridght","norm","norm","1fam","2story","8","5","2004","2005","gable","compshg","vinylsd","vinylsd","brkface","344","gd","ta","pconc","ex","ta","av","unf","0","unf","0","1143","1143","gasa","ex","y","sbrkr","1143","1330","0","2473","0","0","2","1","4","1","gd","9","typ","1","gd","builtin","2004","rfn","3","852","ta","ta","y","192","151","0","0","0","0","nothing","nothing","nothing","0","10","2007","wd","normal","317000"
"67","67","20","rl","0","19900","pave","nothing","reg","lvl","allpub","inside","gtl","names","posa","norm","1fam","1story","7","5","1970","1989","gable","compshg","plywood","plywood","brkface","287","ta","ta","cblock","gd","ta","gd","glq","912","unf","0","1035","1947","gasa","ta","y","sbrkr","2207","0","0","2207","1","0","2","0","3","1","ta","7","min1","1","gd","attchd","1970","rfn","2","576","ta","ta","y","301","0","0","0","0","0","nothing","nothing","nothing","0","7","2010","wd","normal","180000"
"68","68","20","rl","72","10665","pave","nothing","ir1","lvl","allpub","inside","gtl","collgcr","norm","norm","1fam","1story","7","5","2003","2003","gable","compshg","vinylsd","vinylsd","brkface","167","gd","ta","pconc","gd","ta","av","glq","1013","unf","0","440","1453","gasa","ex","y","sbrkr","1479","0","0","1479","1","0","2","0","3","1","gd","7","typ","0","nothing","attchd","2003","rfn","2","558","ta","ta","y","144","29","0","0","0","0","nothing","nothing","nothing","0","6","2007","wd","normal","226000"
"69","69","30","rm","47","4608","pave","nothing","reg","lvl","allpub","corner","gtl","oldtown","artery","norm","1fam","1story","4","6","1945","1950","gable","compshg","metalsd","metalsd","nothing","0","ta","gd","cblock","ta","ta","no","unf","0","unf","0","747","747","gasa","ta","y","sbrkr","747","0","0","747","0","0","1","0","2","1","ta","4","typ","0","nothing","attchd","1945","unf","1","220","ta","ta","y","0","0","0","0","0","0","nothing","nothing","nothing","0","6","2010","wd","normal","80000"
"70","70","50","rl","81","15593","pave","nothing","reg","lvl","allpub","corner","gtl","clearcr","norm","norm","1fam","1.5fin","7","4","1953","1953","gable","compshg","brkface","asbshng","nothing","0","gd","ta","cblock","ta","ta","no","blq","603","unf","0","701","1304","gasw","ta","y","sbrkr","1304","983","0","2287","0","0","2","0","3","1","ta","7","typ","1","ta","attchd","1953","fin","2","667","ta","ta","y","0","21","114","0","0","0","nothing","nothing","nothing","0","7","2006","wd","normal","225000"
"71","71","20","rl","95","13651","pave","nothing","ir1","lvl","allpub","inside","gtl","names","norm","norm","1fam","1story","7","6","1973","1973","gable","compshg","plywood","plywood","brkface","1115","ta","gd","cblock","gd","ta","gd","alq","1880","unf","0","343","2223","gasa","ex","y","sbrkr","2223","0","0","2223","1","0","2","0","3","1","ta","8","typ","2","gd","attchd","1973","fin","2","516","ta","ta","y","300","0","0","0","0","0","nothing","nothing","nothing","0","2","2007","wd","normal","244000"
"72","72","20","rl","69","7599","pave","nothing","reg","lvl","allpub","corner","gtl","mitchel","norm","norm","1fam","1story","4","6","1982","2006","gable","compshg","hdboard","plywood","nothing","0","ta","ta","cblock","ta","ta","no","alq","565","unf","0","280","845","gasa","ta","y","sbrkr","845","0","0","845","1","0","1","0","2","1","ta","4","typ","0","nothing","detchd","1987","unf","2","360","ta","ta","y","0","0","0","0","0","0","nothing","nothing","nothing","0","6","2007","wd","normal","129500"
"73","73","60","rl","74","10141","pave","nothing","ir1","lvl","allpub","corner","gtl","gilbert","norm","norm","1fam","2story","7","5","1998","1998","gable","compshg","vinylsd","vinylsd","brkface","40","ta","ta","pconc","gd","ta","no","unf","0","unf","0","832","832","gasa","gd","y","sbrkr","885","833","0","1718","0","0","2","1","3","1","ta","7","typ","1","ta","attchd","1998","fin","2","427","ta","ta","y","0","94","0","0","291","0","nothing","nothing","nothing","0","12","2009","wd","normal","185000"
"74","74","20","rl","85","10200","pave","nothing","reg","lvl","allpub","inside","gtl","names","norm","norm","1fam","1story","5","7","1954","2003","gable","compshg","wd sdng","wd sdng","brkface","104","ta","ta","cblock","ta","ta","no","alq","320","blq","362","404","1086","gasa","gd","y","sbrkr","1086","0","0","1086","1","0","1","0","3","1","ta","6","typ","0","nothing","attchd","1989","unf","2","490","ta","ta","y","0","0","0","0","0","0","nothing","gdwo","nothing","0","5","2010","wd","normal","144900"
"75","75","50","rm","60","5790","pave","nothing","reg","lvl","allpub","corner","gtl","oldtown","norm","norm","1fam","2story","3","6","1915","1950","gambrel","compshg","vinylsd","vinylsd","nothing","0","gd","gd","cblock","fa","ta","no","unf","0","unf","0","840","840","gasa","gd","n","sbrkr","840","765","0","1605","0","0","2","0","3","2","ta","8","typ","0","nothing","detchd","1915","unf","1","379","ta","ta","y","0","0","202","0","0","0","nothing","nothing","nothing","0","5","2010","wd","normal","107400"
"76","76","180","rm","21","1596","pave","nothing","reg","lvl","allpub","inside","gtl","meadowv","norm","norm","twnhs","slvl","4","5","1973","1973","gable","compshg","cemntbd","cmentbd","nothing","0","ta","ta","cblock","gd","ta","gd","glq","462","unf","0","0","462","gasa","ta","y","sbrkr","526","462","0","988","1","0","1","0","2","1","ta","5","typ","0","nothing","builtin","1973","unf","1","297","ta","ta","y","120","101","0","0","0","0","nothing","gdwo","nothing","0","11","2009","wd","normal","91000"
"77","77","20","rl","0","8475","pave","nothing","ir1","lvl","allpub","inside","gtl","names","norm","norm","1fam","1story","4","7","1956","1956","gable","compshg","vinylsd","vinylsd","nothing","0","ta","ta","cblock","ta","ta","no","alq","228","unf","0","724","952","gasa","ex","y","fusea","952","0","0","952","0","0","1","0","2","1","ta","4","typ","0","nothing","detchd","1956","unf","1","283","ta","ta","y","0","0","0","0","0","0","nothing","nothing","nothing","0","4","2008","wd","normal","135750"
"78","78","50","rm","50","8635","pave","nothing","reg","lvl","allpub","inside","gtl","brkside","norm","norm","1fam","1.5fin","5","5","1948","2001","gable","compshg","wd sdng","wd sdng","nothing","0","ta","ta","cblock","ta","ta","no","blq","336","glq","41","295","672","gasa","ta","y","sbrkr","1072","213","0","1285","1","0","1","0","2","1","ta","6","min1","0","nothing","detchd","1948","unf","1","240","ta","ta","y","0","0","0","0","0","0","nothing","mnprv","nothing","0","1","2008","wd","normal","127000"
"79","79","90","rl","72","10778","pave","nothing","reg","lvl","allpub","inside","gtl","sawyer","norm","norm","duplex","1story","4","5","1968","1968","hip","compshg","hdboard","hdboard","nothing","0","ta","ta","cblock","ta","ta","no","unf","0","unf","0","1768","1768","gasa","ta","n","sbrkr","1768","0","0","1768","0","0","2","0","4","2","ta","8","typ","0","nothing","nothing","1968","nothing","0","0","nothing","nothing","y","0","0","0","0","0","0","nothing","nothing","nothing","0","4","2010","wd","normal","136500"
"80","80","50","rm","60","10440","pave","grvl","reg","lvl","allpub","corner","gtl","oldtown","norm","norm","1fam","2story","5","6","1910","1981","gable","compshg","wd sdng","wd sdng","nothing","0","ta","ta","pconc","ta","ta","no","unf","0","unf","0","440","440","gasa","gd","y","sbrkr","682","548","0","1230","0","0","1","1","2","1","ta","5","typ","0","nothing","detchd","1966","unf","2","440","ta","ta","y","74","0","128","0","0","0","nothing","mnprv","nothing","0","5","2009","wd","normal","110000"
"81","81","60","rl","100","13000","pave","nothing","reg","lvl","allpub","corner","gtl","names","norm","norm","1fam","2story","6","6","1968","1968","gable","compshg","vinylsd","vinylsd","brkface","576","ta","gd","cblock","gd","ta","no","rec","448","unf","0","448","896","gasa","ta","y","sbrkr","1182","960","0","2142","0","0","2","1","4","1","gd","8","typ","1","gd","attchd","1968","fin","1","509","ta","ta","y","0","72","0","0","252","0","nothing","nothing","nothing","0","6","2009","wd","normal","193500"
"82","82","120","rm","32","4500","pave","nothing","reg","lvl","allpub","fr2","gtl","mitchel","norm","norm","twnhse","1story","6","5","1998","1998","hip","compshg","vinylsd","vinylsd","brkface","443","ta","gd","pconc","ex","gd","no","glq","1201","unf","0","36","1237","gasa","ex","y","sbrkr","1337","0","0","1337","1","0","2","0","2","1","ta","5","typ","0","nothing","attchd","1998","fin","2","405","ta","ta","y","0","199","0","0","0","0","nothing","nothing","nothing","0","3","2006","wd","normal","153500"
"83","83","20","rl","78","10206","pave","nothing","reg","lvl","allpub","inside","gtl","somerst","norm","norm","1fam","1story","8","5","2007","2007","gable","compshg","vinylsd","vinylsd","stone","468","ta","ta","pconc","gd","ta","no","glq","33","unf","0","1530","1563","gasa","ex","y","sbrkr","1563","0","0","1563","0","0","2","0","3","1","gd","6","typ","1","gd","attchd","2007","rfn","3","758","ta","ta","y","144","99","0","0","0","0","nothing","nothing","nothing","0","10","2008","wd","normal","245000"
"84","84","20","rl","80","8892","pave","nothing","ir1","lvl","allpub","inside","gtl","names","norm","norm","1fam","1story","5","5","1960","1960","gable","compshg","metalsd","metalsd","brkcmn","66","ta","ta","cblock","ta","ta","no","unf","0","unf","0","1065","1065","gasa","gd","y","sbrkr","1065","0","0","1065","0","0","1","1","3","1","ta","6","typ","0","nothing","detchd","1974","unf","2","461","ta","ta","y","74","0","0","0","0","0","nothing","nothing","nothing","0","7","2007","cod","normal","126500"
"85","85","80","rl","0","8530","pave","nothing","ir1","lvl","allpub","inside","gtl","gilbert","norm","norm","1fam","slvl","7","5","1995","1996","gable","compshg","hdboard","hdboard","brkface","22","ta","ta","pconc","gd","ta","no","unf","0","unf","0","384","384","gasa","gd","y","sbrkr","804","670","0","1474","0","0","2","1","3","1","ta","7","typ","1","ta","builtin","1995","fin","2","400","ta","ta","y","120","72","0","0","0","0","nothing","nothing","shed","700","5","2009","wd","normal","168500"
"86","86","60","rl","121","16059","pave","nothing","reg","lvl","allpub","corner","gtl","noridge","norm","norm","1fam","2story","8","5","1991","1992","hip","compshg","hdboard","hdboard","brkface","284","gd","ta","cblock","gd","ta","no","unf","0","unf","0","1288","1288","gasa","ex","y","sbrkr","1301","1116","0","2417","0","0","2","1","4","1","gd","9","typ","1","ta","attchd","1991","unf","2","462","ta","ta","y","127","82","0","0","0","0","nothing","nothing","nothing","0","4","2006","wd","normal","260000"
"87","87","60","rl","122","11911","pave","nothing","ir2","lvl","allpub","inside","gtl","gilbert","norm","norm","1fam","2story","6","5","2005","2005","gable","compshg","vinylsd","vinylsd","nothing","0","gd","ta","pconc","gd","ta","av","unf","0","unf","0","684","684","gasa","ex","y","sbrkr","684","876","0","1560","0","0","2","1","3","1","gd","6","typ","1","gd","builtin","2005","fin","2","400","ta","ta","y","100","38","0","0","0","0","nothing","nothing","nothing","0","3","2009","wd","normal","174000"
"88","88","160","fv","40","3951","pave","pave","reg","lvl","allpub","corner","gtl","somerst","norm","norm","twnhse","2story","6","5","2009","2009","gable","compshg","vinylsd","vinylsd","stone","76","gd","ta","pconc","gd","ta","av","unf","0","unf","0","612","612","gasa","ex","y","sbrkr","612","612","0","1224","0","0","2","1","2","1","gd","4","typ","0","nothing","detchd","2009","rfn","2","528","ta","ta","y","0","234","0","0","0","0","nothing","nothing","nothing","0","6","2009","new","partial","164500"
