Id,OverallQual,OverallCond,KitchenQual,GarageCars,Functional,Fireplaces,BsmtExposure,GarageFinish,GarageQual,BsmtQual,HeatingQC,ExterQual,FireplaceQu,BsmtFinType1,BsmtFinType2,TotRmsAbvGrd,BsmtFinSF1,MasVnrArea,BsmtFinSF2,KitchenAbvGr,Outdoor_Rec,Total_Fullbath,Total_Halfbath,Total_House_Area,FinBsmt,SalePrice,logSalePrice,CentralAir_y,PavedDrive_p,PavedDrive_y
729,5,5,3,3,8,0,1,1,3,3,3,3,0,1,1,9,0,95,0,2,25,3,0,3360,0.0,110000,11.608235644774552,1,0,1
730,4,5,3,2,8,0,1,1,3,3,3,3,0,4,1,5,152,0,0,1,135,1,0,1988,0.19487179487179485,103000,11.542484267211773,1,0,1
731,8,5,4,2,8,1,1,2,3,4,5,4,3,6,1,5,1180,0,0,1,389,3,0,3211,0.7398119122257053,236500,12.373703486914124,1,0,1
732,7,5,4,2,8,1,3,3,3,5,5,4,4,6,1,6,786,442,0,1,182,3,0,2014,0.9055299539170507,187500,12.141534124392603,1,0,1
733,7,5,4,2,8,1,3,3,3,4,5,4,3,5,1,8,252,202,0,1,276,2,1,3184,0.21856027753686036,222500,12.312682380588432,1,0,1
734,5,6,3,1,8,1,1,2,3,3,5,3,3,4,1,6,594,0,0,1,165,2,0,2008,0.6875,131400,11.786001385032646,1,0,1
735,5,5,3,1,8,0,1,1,3,3,3,3,0,1,1,6,0,0,0,1,147,1,0,1896,0.0,108000,11.589886506106357,1,0,1
736,7,7,3,2,8,2,2,1,3,4,2,3,3,3,1,6,390,0,0,1,341,1,1,2648,0.44318181818181823,163000,12.0015054797889,0,0,0
737,3,4,3,2,8,0,0,1,3,0,4,3,0,0,0,6,0,0,0,2,0,2,0,1040,0.0,93500,11.44571671527678,0,0,1
738,8,5,4,3,8,1,1,3,3,4,5,4,4,1,1,8,0,0,0,1,116,2,1,2694,0.0,239900,12.387977448827787,1,0,1
739,5,5,3,0,8,0,4,0,0,4,3,3,0,6,1,5,1200,0,0,1,120,6,0,2400,1.0,179000,12.095141084822892,1,0,1
740,7,5,4,2,8,0,1,2,3,4,5,4,0,1,1,7,0,0,0,1,243,2,1,2592,0.0,190000,12.154779351142624,1,0,1
741,5,7,3,2,8,0,1,1,3,2,5,3,0,1,1,7,0,0,0,1,382,2,0,1696,0.0,132000,11.790557201568507,1,0,1
742,6,8,4,1,8,0,2,1,3,3,4,3,0,6,1,5,832,0,0,1,168,2,1,1824,0.9122807017543859,142000,11.863582336583399,1,0,1
743,7,5,3,2,8,0,1,1,3,4,5,3,0,1,1,6,0,108,0,1,175,2,0,2698,0.0,179000,12.095141084822892,1,0,1
744,5,6,3,2,6,1,3,2,3,4,5,3,3,5,1,6,444,0,0,1,402,2,1,1984,0.8538461538461538,175000,12.072541252905651,1,0,1
745,8,5,4,2,8,1,1,2,3,4,4,4,3,6,1,5,733,0,0,1,334,3,0,2674,0.5482423335826477,180000,12.100712129872347,1,0,1
746,8,9,4,2,8,2,1,3,3,3,5,5,3,6,5,11,575,289,80,1,204,3,2,3857,0.5735551663747811,299800,12.610870864650634,1,0,1
747,7,5,4,2,8,1,1,3,3,4,5,4,3,6,1,8,300,0,0,1,278,2,1,3208,0.31512605042016806,236000,12.371587084007746,1,0,1
748,7,7,4,4,8,1,1,1,3,3,3,4,4,1,1,8,0,0,0,1,567,1,1,3880,0.0,265979,12.491172637278908,0,0,0
749,7,5,4,2,8,1,1,3,3,4,5,4,3,6,1,7,919,338,0,1,450,3,0,3440,0.5343023255813953,260400,12.46997418931655,1,0,1
750,4,3,3,1,5,0,0,1,3,0,3,3,0,0,0,9,0,0,0,1,277,2,0,1529,0.0,98000,11.49272275765271,0,0,0
751,4,7,3,0,6,0,1,0,0,3,4,3,0,1,1,7,0,0,0,1,160,1,0,1716,0.0,96500,11.477298287327077,1,0,0
752,7,5,4,2,8,0,1,3,3,4,5,4,0,1,1,6,0,0,0,1,48,2,1,1980,0.0,162000,11.99535161421452,1,0,1
753,6,5,4,2,8,0,4,2,3,4,5,3,0,6,1,6,1200,0,0,1,195,3,0,2973,0.8113590263691683,217000,12.287652632522597,1,0,1
754,8,5,5,3,8,1,2,2,3,4,4,4,4,1,1,8,0,178,0,1,244,2,1,3128,0.0,275500,12.526342907575106,1,0,1
755,6,8,4,2,8,0,1,2,3,3,4,3,0,6,2,5,439,0,472,1,219,2,0,2052,0.8879142300194932,156000,11.957611286231675,1,0,1
756,6,5,3,2,8,0,1,1,3,4,4,3,0,6,1,6,381,894,0,1,24,2,1,2200,0.522633744855967,172500,12.058152515453552,1,0,1
757,8,5,4,2,8,0,3,2,3,4,5,4,0,6,1,7,20,0,0,1,249,2,1,2634,0.023094688221709014,212000,12.26434155365415,1,0,1
758,6,5,3,2,8,1,2,3,3,3,3,3,3,3,1,6,438,328,0,1,335,2,1,2058,0.6517857142857143,158900,11.976030352524807,1,0,1
759,7,5,3,2,8,0,1,1,3,4,4,3,0,5,1,6,549,360,0,1,0,2,1,2245,0.7379032258064516,179400,12.097373228606832,1,0,1
760,8,5,4,3,8,1,3,2,3,4,5,4,3,2,5,9,56,513,64,1,320,2,1,3849,0.09104704097116845,290000,12.577636201962656,1,0,1
761,6,6,3,1,8,0,1,1,5,3,5,3,0,3,1,5,612,0,0,1,0,1,0,1728,0.7083333333333333,127500,11.755871643580617,1,0,1
762,5,5,2,2,7,0,2,1,3,3,3,3,0,2,1,5,405,0,0,1,0,1,0,2446,0.35371179039301315,100000,11.512925464970229,1,0,1
763,7,5,4,2,8,0,2,1,3,4,5,3,0,6,1,7,24,0,0,1,214,2,1,2303,0.031746031746031744,215200,12.279323107269766,1,0,1
764,8,5,4,3,8,1,2,2,3,4,5,4,4,6,1,8,1163,673,0,1,308,3,1,3617,0.9289137380191693,337000,12.727838209334498,1,0,1
765,8,5,5,2,8,1,3,3,3,4,5,4,4,2,6,6,437,0,1057,1,246,2,1,2988,1.0,270000,12.506177237980511,1,0,1
766,9,5,5,2,8,1,1,3,3,4,5,4,4,1,1,6,0,284,0,1,174,2,0,3004,0.0,264132,12.484204257170104,1,0,1
767,7,5,3,2,8,1,1,1,3,4,3,3,3,6,1,7,394,42,0,1,450,2,1,2694,0.40204081632653066,196500,12.188417710291453,1,0,1
768,6,7,3,1,5,0,2,1,3,4,5,3,0,5,1,7,660,0,0,1,401,3,0,2733,0.6714140386571719,160000,11.982929094215963,1,0,1
769,7,5,4,2,8,1,1,3,3,4,5,4,4,6,1,8,24,0,0,1,153,2,0,3696,0.012903225806451646,216837,12.28690119819279,1,0,1
770,8,5,5,3,5,1,4,3,3,4,5,5,4,5,1,12,1416,603,0,1,749,4,1,4929,0.8581818181818182,538000,13.195613839143922,1,0,1
771,5,5,3,2,8,0,3,1,3,4,3,3,0,6,1,5,685,0,0,1,120,2,0,1716,0.7983682983682984,134900,11.812289042195847,1,0,1
772,4,5,3,2,8,0,1,1,3,2,3,3,0,2,1,6,836,0,0,1,0,1,0,2056,1.0,102000,11.532728092266408,1,0,1
773,6,5,3,2,8,1,3,1,3,3,3,3,3,5,4,6,422,0,127,1,144,2,0,2146,0.5335276967930029,107000,11.580584113444043,1,0,1
774,5,5,3,1,8,0,1,2,3,3,5,3,0,3,1,5,456,1,0,1,0,1,0,1824,0.5,114500,11.648330101976432,1,0,1
775,8,5,4,3,8,1,3,3,3,4,4,4,4,1,1,9,0,375,0,1,360,2,0,3908,0.0,395000,12.886641043883259,1,0,1
776,6,5,3,2,8,0,1,3,3,5,5,3,0,6,1,5,866,320,0,1,247,3,0,2408,0.7192691029900332,162000,11.99535161421452,1,0,1
777,7,5,4,3,8,0,3,2,3,4,5,4,0,6,1,7,20,240,0,1,203,2,0,3228,0.012391573729863659,221500,12.308177868467327,1,0,1
778,5,5,3,2,8,1,1,1,3,3,3,3,2,5,1,5,762,0,0,1,241,2,0,1758,0.8819444444444444,142500,11.867097278690842,1,0,1
779,5,5,3,2,8,2,0,1,3,0,3,3,3,0,0,10,0,320,0,2,0,2,0,2020,0.0,144000,11.877568578558138,1,0,1
780,6,5,3,2,8,0,4,1,3,4,3,3,0,6,1,4,975,90,0,1,0,2,0,1979,1.0,135000,11.813030057420567,1,0,1
781,7,5,3,2,8,1,1,3,3,4,4,3,3,1,1,6,0,38,0,1,241,2,0,2490,0.0,176000,12.078239274020289,1,0,1
782,6,5,4,2,8,0,1,2,3,4,5,4,0,5,1,7,387,0,0,1,124,2,1,2364,0.5085413929040736,175900,12.077670930725649,1,0,1
783,7,5,4,2,8,0,1,2,3,4,5,4,0,1,1,6,0,0,0,1,33,2,0,2843,0.0,187100,12.139398512262181,1,0,1
784,5,6,4,2,8,1,3,3,3,4,5,3,3,6,1,4,1097,104,0,1,333,2,0,2207,1.0,165500,12.016726473799254,1,0,1
785,6,6,3,0,8,1,1,0,0,3,5,3,4,1,1,9,0,0,0,1,425,2,0,2226,0.0,128000,11.759785542901755,1,0,1
786,6,5,3,2,8,1,1,1,3,3,3,3,4,3,2,7,251,0,630,1,197,2,0,2714,0.642128279883382,161500,11.992260421644849,1,0,1
787,5,6,3,1,8,0,1,1,3,2,3,3,0,2,1,7,686,0,0,1,196,3,0,2338,1.0,139000,11.842229212112828,1,0,1
788,7,5,4,2,8,0,1,2,3,4,5,4,0,6,1,8,656,0,0,1,45,3,1,3040,0.6861924686192469,233000,12.358793732547838,1,0,1
789,4,7,3,1,8,0,1,1,2,3,5,3,0,1,1,4,0,0,0,1,0,1,0,1802,0.0,107900,11.588960151246226,1,0,1
790,6,8,4,2,8,0,4,3,3,3,4,3,0,2,1,9,568,157,0,1,301,2,1,2919,0.6826923076923077,187500,12.141534124392603,1,0,1
791,7,5,4,2,8,1,1,3,3,4,5,4,4,6,1,5,16,11,0,1,116,2,0,2290,0.013973799126637543,160200,11.984178313616395,1,0,1
792,6,5,3,2,8,2,3,2,3,4,3,3,3,5,1,5,539,0,0,1,120,2,0,2091,0.5238095238095238,146800,11.896826395162552,1,0,1
793,7,5,3,2,8,1,3,1,3,4,5,4,3,6,1,8,862,0,0,1,310,3,1,3130,0.7717099373321397,269790,12.50539915757667,1,0,1
794,8,5,4,2,8,0,3,3,3,4,5,4,0,1,1,7,0,140,0,1,298,2,0,2992,0.0,225000,12.323855681186558,1,0,1
795,7,5,4,2,8,1,1,3,3,4,5,4,3,1,1,7,0,0,0,1,189,2,1,2607,0.0,194500,12.178187442040638,1,0,1
796,6,6,3,2,8,1,1,1,3,4,3,3,3,1,1,7,0,130,0,1,254,2,1,2214,0.0,171000,12.049418835484797,1,0,1
797,6,5,3,2,8,1,1,2,3,3,5,3,3,1,1,7,0,148,0,1,138,1,1,1945,0.0,143500,11.874090314181814,1,0,1
798,5,5,3,1,8,0,1,1,3,3,4,3,0,4,1,4,570,0,0,1,0,1,0,1546,0.7373868046571799,110000,11.608235644774552,1,0,1
799,9,5,5,3,8,2,1,3,3,5,5,5,4,1,1,11,0,860,0,1,222,3,1,5066,0.0,485000,13.091904169919621,1,0,1
800,5,7,4,1,8,2,1,1,3,4,5,3,3,5,1,7,569,252,0,1,264,2,1,2499,0.7783857729138167,175000,12.072541252905651,1,0,1
801,6,5,4,2,8,0,4,2,3,4,4,3,0,6,1,8,462,0,0,1,702,3,1,2304,0.75,200000,12.206072645530174,1,0,1
802,4,7,3,2,8,0,1,1,3,3,5,3,0,2,1,5,197,0,0,1,0,2,0,2392,0.1647157190635451,109900,11.607326140391713,1,0,1
803,7,5,4,2,8,1,3,3,3,4,5,4,4,6,1,7,648,0,0,1,54,3,1,2184,0.8901098901098901,189000,12.14950229404178,1,0,1
804,9,5,5,3,8,1,4,2,3,5,5,5,4,1,1,12,0,424,0,1,414,3,1,4556,0.0,582933,13.275827535915461,1,0,1
805,5,5,3,1,7,0,1,1,3,3,3,3,0,2,1,5,812,0,0,1,0,1,0,2064,0.8675213675213675,118000,11.678439903447801,1,0,1
806,7,5,5,2,8,0,1,2,3,4,5,4,0,1,1,6,0,256,0,1,60,2,0,2845,0.0,227680,12.33569641332368,1,0,1
807,5,5,3,1,8,0,3,3,3,3,4,3,0,5,3,6,400,0,480,1,68,2,0,1960,0.8979591836734694,135500,11.816726919301892,1,0,1
808,5,6,4,2,8,1,4,2,3,3,5,3,3,6,1,6,1309,0,0,1,312,3,1,2900,0.9886706948640483,223500,12.31716669303576,1,0,1
809,5,5,3,2,8,1,3,2,3,3,3,3,4,5,4,6,516,1047,128,1,0,2,0,2110,0.62890625,159950,11.982616545377663,1,0,1
810,5,5,3,2,8,0,1,1,2,3,3,3,0,1,1,11,0,0,0,3,196,2,0,2987,0.0,106000,11.571194373094205,0,0,0
811,6,6,4,2,8,1,1,2,3,3,2,3,2,5,2,5,663,99,377,1,265,2,1,2349,1.0,181000,12.106252310247962,1,0,1
812,6,5,4,2,8,1,4,3,3,4,5,4,4,6,1,4,662,169,0,1,140,2,0,1696,0.7806603773584906,144500,11.881034786534624,1,0,1
813,5,5,2,2,8,0,3,1,3,3,3,2,0,1,1,4,0,0,0,1,0,1,0,1584,0.0,55993,10.932981961904135,0,0,0
814,6,6,3,1,8,0,1,2,3,3,4,3,0,3,1,7,608,243,0,1,275,1,1,2884,0.4216366158113731,157900,11.969717200243734,1,0,1
815,5,7,2,1,8,0,1,1,3,3,4,3,0,1,1,7,0,0,0,1,303,1,2,1936,0.0,116000,11.661345470088502,1,1,0
816,7,5,4,2,8,0,1,2,3,4,5,3,0,1,1,6,0,442,0,1,34,2,0,3310,0.0,224900,12.323411137947407,1,0,1
817,5,6,3,1,8,1,1,2,3,3,4,3,4,4,1,4,486,0,0,1,120,1,0,2016,0.4821428571428571,137000,11.827736204810263,1,0,1
818,8,5,4,3,8,2,1,2,3,4,5,4,4,6,1,7,1218,148,0,1,209,3,0,3257,0.7767857142857143,271000,12.509874099861838,1,0,1
819,6,7,3,2,8,0,3,1,3,3,4,3,0,6,1,6,504,80,0,1,0,2,0,2062,0.499009900990099,155000,11.951180395901384,1,0,1
820,7,5,4,2,8,1,2,2,3,4,5,4,4,6,1,6,733,128,0,1,227,3,0,2716,0.5397643593519883,224000,12.319401330837177,1,0,1
821,7,5,4,2,8,0,1,2,3,4,5,4,0,1,1,6,0,0,0,1,45,2,1,2438,0.0,183000,12.117241431823558,1,0,1
822,4,4,3,2,6,0,1,1,3,2,3,2,0,1,1,4,0,0,0,1,144,1,0,1872,0.0,93000,11.440354772135393,0,0,1
823,7,5,4,2,8,1,4,3,3,4,5,4,4,1,1,7,0,0,0,1,148,2,1,2580,0.0,225000,12.323855681186558,1,0,1
824,6,7,3,1,8,1,1,1,3,3,3,3,4,1,1,7,0,0,0,1,335,2,0,2267,0.0,139500,11.845819880243557,1,0,1
825,8,5,4,2,8,1,1,2,3,4,5,4,4,1,1,7,0,0,0,1,140,2,0,2978,0.0,232600,12.3570755190667,1,0,1
826,10,5,5,3,8,1,3,3,3,5,5,5,4,6,1,7,1636,816,0,1,233,3,0,4162,0.7872954764196343,385000,12.86099861326992,1,0,1
827,5,6,4,0,8,0,1,0,0,3,4,3,0,5,1,5,784,0,0,1,116,2,0,1568,1.0,109500,11.603679828238693,1,0,1
828,7,5,4,2,8,1,1,2,3,4,5,4,3,6,1,6,20,0,0,1,329,2,0,2888,0.01375515818431916,189000,12.14950229404178,1,0,1
829,5,5,3,2,6,0,4,3,3,3,3,3,0,2,5,7,249,0,764,1,711,2,2,3139,1.0,185000,12.128111104060462,1,0,1
830,7,5,4,2,8,0,1,2,3,4,5,4,0,1,1,4,0,0,0,1,166,2,1,1823,0.0,147400,11.900905258737373,1,0,1
831,6,5,3,2,8,2,1,2,3,3,3,3,4,3,1,6,1040,387,0,1,192,2,1,2784,0.7471264367816092,166000,12.01974306733868,1,0,1
832,7,5,4,2,8,0,1,2,3,4,5,3,0,1,1,4,0,0,0,1,166,2,1,1800,0.0,151000,11.925035115797062,1,0,1
833,7,6,4,2,8,1,1,2,3,4,5,4,3,6,1,7,483,223,0,1,231,3,1,2770,0.5132837407013815,237000,12.375815420117268,1,0,1
834,6,6,3,2,8,0,1,2,3,3,3,3,0,3,4,6,196,180,345,1,152,1,1,3032,0.35686015831134565,167000,12.025749091398891,1,0,1
835,5,6,3,2,8,0,1,1,3,3,4,3,0,3,1,6,572,136,0,1,0,2,0,2288,0.5,139950,11.8490404949436,1,0,1
836,4,7,4,2,6,0,1,1,3,4,3,3,0,4,1,4,442,0,0,1,290,2,0,2134,0.4142455482661668,128000,11.759785542901755,1,0,1
837,5,6,3,2,6,0,1,1,3,3,4,3,0,3,1,5,338,0,0,1,346,2,0,3118,0.21680564464400254,153500,11.941455846009388,1,0,1
838,6,5,3,1,8,0,1,1,3,3,3,3,0,4,1,5,330,158,0,1,0,2,1,1470,0.6832298136645962,100000,11.512925464970229,1,0,1
839,5,6,4,1,8,0,1,1,3,4,5,3,0,1,1,6,0,0,0,1,278,1,1,2198,0.0,144000,11.877568578558138,1,0,1
840,5,6,3,1,8,0,1,1,3,3,5,3,0,4,1,6,352,0,0,1,0,1,0,1968,0.45833333333333337,130500,11.779128505744886,1,0,1
841,6,8,2,1,8,0,1,1,3,3,3,3,0,4,1,7,156,0,0,1,254,2,0,2154,0.2321428571428571,140000,11.84939770159144,0,1,0
842,5,8,4,2,8,1,1,1,4,3,4,3,1,1,1,8,0,0,0,1,216,2,0,2189,0.0,157500,11.967180737247824,1,1,0
843,6,7,3,2,8,0,4,2,4,3,3,3,0,3,5,6,312,183,539,1,129,2,1,2292,0.7551020408163265,174900,12.071969661006694,1,0,1
844,5,4,3,0,8,0,1,0,0,3,5,3,0,1,1,10,0,0,0,2,0,2,0,3600,0.0,141000,11.856515169360305,0,0,1
845,5,8,3,3,8,1,2,1,3,3,4,3,4,1,1,7,0,0,0,1,612,1,1,2292,0.0,153900,11.94405831982697,1,0,1
846,5,5,3,2,6,2,4,3,3,4,3,3,3,5,1,6,1390,0,0,1,0,3,0,3091,1.0,171000,12.049418835484797,1,0,1
847,7,5,4,2,8,1,1,1,3,4,5,4,3,5,1,7,513,137,0,1,498,3,1,2515,0.6932432432432433,213000,12.269047444691562,1,0,1
848,5,6,3,1,8,1,3,1,3,3,5,3,2,4,1,5,460,0,0,1,0,2,0,1728,0.5324074074074074,133500,11.801856756822442,1,0,1
849,6,8,3,2,8,1,1,1,2,3,3,3,4,1,1,10,0,0,0,1,701,3,0,3265,0.0,240000,12.388394202324129,1,0,1
850,6,7,3,2,8,1,1,2,3,3,5,4,3,1,1,7,0,360,0,1,213,2,1,2383,0.0,187000,12.138863895836725,1,0,1
851,6,5,4,2,8,0,3,3,3,4,5,4,0,6,1,3,659,170,0,1,140,2,0,1696,0.777122641509434,131500,11.786762130599957,1,0,1
852,8,5,4,2,8,1,4,3,3,4,5,4,3,1,1,7,0,40,0,1,163,2,0,2729,0.0,215000,12.2783933071098,1,0,1
853,7,5,3,1,8,2,1,1,3,3,4,3,4,3,1,7,364,0,0,1,126,2,0,2564,0.39651416122004357,164000,12.007621706806335,1,0,1
854,6,6,3,2,8,1,4,2,3,3,3,3,2,3,1,7,564,115,0,1,180,1,1,2572,0.5004436557231589,158000,11.970350312009105,1,0,1
855,5,4,3,2,8,1,2,1,3,3,3,3,4,5,3,6,306,0,1085,1,730,2,1,3542,0.7889960294951787,170000,12.043553716032399,1,0,1
856,5,8,3,1,8,0,1,1,3,3,5,3,0,5,1,6,659,0,0,1,104,2,1,2080,0.6336538461538461,127000,11.751942365440728,1,0,1
857,6,6,3,2,8,0,4,1,3,4,3,3,0,6,2,5,505,0,435,1,34,2,0,1966,1.0,147000,11.898187865760873,1,0,1
858,6,5,3,2,8,1,1,3,3,4,4,3,3,1,1,6,0,0,0,1,36,2,1,2183,0.0,174000,12.066810578196666,1,0,1
859,7,5,3,2,8,1,1,2,3,4,3,3,3,1,1,6,0,189,0,1,0,2,0,2460,0.0,152000,11.931635799828413,1,0,1
860,6,7,4,2,8,1,2,1,3,3,3,3,4,4,1,9,619,220,0,1,287,3,1,3708,0.5872865275142315,250000,12.429216196844383,1,0,1
861,7,8,4,1,8,1,1,1,3,3,4,4,4,1,1,7,0,0,0,1,240,1,1,2338,0.0,189950,12.154516158615772,1,0,1
862,5,4,3,2,8,0,2,1,3,3,5,3,0,4,1,6,841,0,0,1,0,2,1,2078,0.809432146294514,131500,11.786762130599957,1,0,1
863,6,5,3,2,8,0,1,1,3,4,3,3,0,6,1,6,338,0,0,1,0,2,0,2137,0.32499999999999996,152000,11.931635799828413,1,0,1
864,5,5,3,1,8,0,1,1,3,3,3,3,0,4,1,6,1148,0,0,1,0,2,0,2296,1.0,132500,11.794337924408413,1,0,1
865,7,5,4,2,8,0,1,3,3,5,5,4,0,1,1,6,0,0,0,1,140,2,0,2744,0.0,250580,12.431533509799543,1,0,1
866,5,6,3,2,8,0,1,1,3,3,3,3,0,4,1,5,828,76,0,1,0,2,0,2004,0.8263473053892215,148500,11.908340237224891,1,0,1
867,8,5,4,3,8,1,3,2,3,4,5,4,4,1,1,6,0,274,0,1,272,2,0,3284,0.0,248900,12.424806488355683,1,0,1
868,4,5,2,2,8,0,1,2,3,3,3,3,0,5,1,5,932,0,0,1,168,2,1,2160,0.8961538461538462,129000,11.76756768334381,1,0,1
869,5,6,3,2,8,1,0,1,3,0,4,3,3,0,0,7,0,0,0,1,264,2,0,2320,0.0,169000,12.037653993905211,1,1,0
870,7,5,4,2,8,1,1,3,3,4,5,4,3,6,1,8,750,246,0,1,246,3,1,2999,0.7142857142857143,236000,12.371587084007746,1,0,1
871,5,5,3,1,8,0,1,1,3,3,4,3,0,1,1,5,0,0,0,1,0,1,0,1788,0.0,109500,11.603679828238693,0,0,1
872,6,5,4,2,8,0,1,2,3,4,5,3,0,6,1,7,505,116,0,1,77,2,1,2486,0.6281094527363185,200500,12.20856952572876,1,0,1
873,5,7,4,2,8,0,3,1,3,3,4,4,0,1,1,5,0,0,0,1,346,1,0,1015,0.0,116000,11.661345470088502,1,0,1
874,5,7,3,1,8,1,1,1,3,3,4,4,4,3,1,6,375,0,0,1,28,1,0,2100,0.45072115384615385,133000,11.79810440720389,1,0,1
875,5,6,3,1,8,0,1,1,3,3,5,3,0,1,1,5,0,0,0,1,26,1,1,1807,0.0,66500,11.104957226643945,1,0,1
876,8,5,5,2,8,1,3,3,3,4,5,4,4,6,1,11,64,0,0,1,572,2,1,3794,0.05405405405405406,303477,12.623061104072981,1,0,1
877,4,5,3,2,8,0,4,1,3,3,4,3,0,5,1,5,633,0,0,1,0,2,0,2104,0.5949248120300752,132250,11.792449349720545,1,0,1
878,9,5,5,3,8,1,1,3,3,5,5,4,4,6,1,10,1170,216,0,1,184,3,1,3686,0.8002735978112175,350000,12.765688433465597,1,0,1
879,5,7,4,2,6,0,3,1,3,3,3,3,0,5,1,6,899,0,0,1,192,2,0,2264,0.8106402164111812,148000,11.904967552746252,1,0,1
880,5,8,3,1,8,0,1,1,3,3,5,4,0,5,1,6,646,90,0,1,0,2,0,1728,0.7476851851851851,136500,11.824079893607152,1,0,1
881,5,5,3,2,8,0,1,3,3,5,4,3,0,5,1,5,980,0,0,1,49,2,1,2180,0.8990825688073394,157000,11.964001084330445,1,0,1
882,7,5,4,2,8,1,2,2,3,4,5,4,3,2,1,7,902,117,0,1,204,2,1,2873,0.7802768166089965,187500,12.141534124392603,1,0,1
883,6,5,3,2,8,1,1,2,3,4,4,3,3,1,1,7,0,0,0,1,382,2,1,2401,0.0,178000,12.089538829274222,1,0,1
884,4,5,3,1,8,0,1,1,3,3,3,4,0,1,1,10,0,0,0,1,188,2,0,3025,0.0,118500,11.682668239557323,0,0,1
885,5,5,3,1,8,0,1,2,3,3,3,3,0,4,1,5,432,60,0,1,0,1,0,1784,0.48430493273542596,100000,11.512925464970229,1,0,1
886,9,5,4,2,8,1,3,3,3,5,5,4,3,6,1,5,1238,60,0,1,162,3,0,3407,0.729093050647821,328900,12.703509032177148,1,0,1
887,5,5,3,2,8,0,1,3,3,3,5,3,0,2,1,8,528,122,0,2,326,2,0,3338,0.32472324723247237,145000,11.884489021402711,1,0,1
888,5,7,3,1,8,0,1,1,3,3,3,3,0,1,1,8,0,0,0,1,386,1,1,2209,0.0,135500,11.816726919301892,1,0,1
889,8,6,4,2,8,1,4,1,3,3,5,4,3,5,3,8,351,0,823,1,512,3,0,4434,0.5295444294091114,268000,12.498742259492994,1,0,1
890,6,4,3,2,8,1,1,2,3,3,5,3,3,4,1,6,1024,90,0,1,162,2,0,3010,0.6803986710963454,149500,11.915051671812877,1,0,1
891,5,7,3,2,8,1,2,1,3,3,5,3,1,1,1,6,0,0,0,1,0,1,0,1596,0.0,122900,11.719126295554126,1,0,1
892,6,5,3,2,8,1,1,2,3,3,4,3,3,2,3,7,226,92,500,1,243,2,1,2601,0.7908496732026143,172500,12.058152515453552,1,0,1
893,6,8,3,1,8,0,1,2,3,3,3,3,0,6,1,6,663,0,0,1,192,1,1,2127,0.6260623229461757,154500,11.947949375319936,1,0,1
894,5,5,3,1,8,1,2,1,3,4,3,3,4,4,1,6,1064,0,0,1,627,2,0,2766,0.7693420101229211,165000,12.013700752882718,1,0,1
895,5,5,3,2,8,0,0,1,3,0,3,3,0,0,0,8,0,0,0,2,0,2,0,1535,0.0,118858,11.685684782260491,1,0,1
896,6,5,3,2,8,1,1,2,3,3,3,3,3,4,1,8,400,415,0,1,50,2,1,2576,0.5128205128205128,140000,11.84939770159144,1,0,1
897,4,6,3,1,8,0,1,1,3,3,5,3,0,5,1,6,285,0,0,1,28,1,0,1902,0.2996845425867508,106500,11.575900264131617,0,0,1
898,5,5,3,2,8,0,0,1,3,0,3,3,0,0,0,12,0,0,0,2,154,2,0,2240,0.0,142953,11.870271183889114,1,0,1
899,9,5,5,3,8,2,4,3,3,5,5,5,4,6,1,11,2188,760,0,1,67,3,1,4694,0.9390557939914164,611657,13.323926946863102,1,0,1
900,5,7,3,1,8,1,1,1,3,3,3,3,3,4,1,6,465,0,0,1,0,1,0,2148,0.5098684210526316,135000,11.813030057420567,1,0,1
901,4,6,3,1,8,0,1,1,3,3,3,3,0,5,1,4,322,0,0,1,0,1,0,1716,0.37529137529137524,110000,11.608235644774552,1,0,1
902,5,7,3,1,8,0,2,1,3,3,3,3,0,4,1,5,860,0,0,1,0,2,0,2298,0.8669354838709677,153000,11.938193200374572,1,0,1
903,7,5,4,2,8,1,1,3,3,4,5,4,4,1,1,8,0,0,0,1,75,2,1,2292,0.0,180000,12.100712129872347,1,0,1
904,7,5,4,3,8,1,1,2,3,4,5,4,4,1,1,7,0,27,0,1,204,2,0,3340,0.0,240000,12.388394202324129,1,0,1
905,5,6,3,1,8,0,1,1,3,3,3,3,0,6,1,6,599,75,0,1,0,1,0,1778,0.6837899543378996,125500,11.740061037553975,1,0,1
906,5,5,3,1,8,0,1,2,3,3,3,3,0,3,2,6,354,110,290,1,164,2,0,2119,0.6098484848484849,128000,11.759785542901755,1,0,1
907,8,5,4,3,8,1,1,2,3,4,5,4,4,6,1,8,63,208,0,1,60,3,0,3259,0.038817005545286554,255000,12.449018824140563,1,0,1
908,7,7,4,1,8,1,1,3,2,4,4,4,4,3,1,6,223,0,0,1,322,1,1,3074,0.21927236971484754,250000,12.429216196844383,1,0,1
909,5,5,3,2,8,0,3,1,3,4,3,3,0,4,5,5,301,0,324,1,164,2,0,1766,0.7233796296296297,131000,11.782952602183288,1,0,1
910,6,5,4,2,8,1,1,3,3,4,5,4,4,1,1,8,0,0,0,1,60,2,1,2226,0.0,174000,12.066810578196666,1,0,1
911,5,5,3,2,8,0,1,1,3,3,3,3,0,3,1,12,443,361,0,2,0,2,0,3379,0.40090497737556563,154300,11.946654038351252,1,0,1
