Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,decade_YearBuilt,decade_YearRemodAdd,decade_GarageYrBlt
58,60,rl,89,11645,pave,nothing,ir1,lvl,allpub,corner,3,collgcr,norm,norm,1fam,2story,7,5,2004,2004,gable,compshg,vinylsd,vinylsd,nothing,0,4,3,pconc,4,3,1,1,0,1,0,860,860,gasa,5,y,sbrkr,860,860,0,1720,0,0,2,1,3,1,4,7,8,0,0,attchd,2004,2,2,565,3,3,y,0,70,0,0,0,0,0,nothing,nothing,0,8,2006,wd,normal,196500,10,10,10
59,60,rl,66,13682,pave,nothing,ir2,hls,allpub,culdsac,3,stonebr,norm,norm,1fam,2story,10,5,2006,2006,hip,compshg,vinylsd,vinylsd,brkface,1031,5,3,pconc,5,3,4,1,0,1,0,1410,1410,gasa,5,y,sbrkr,1426,1519,0,2945,0,0,3,1,3,1,4,10,8,1,4,builtin,2006,3,3,641,3,3,y,192,0,37,0,0,0,0,nothing,nothing,0,10,2006,new,partial,438780,10,10,10
60,20,rl,60,7200,pave,nothing,reg,bnk,allpub,inside,3,collgcr,norm,norm,1fam,1story,5,7,1972,1972,gable,compshg,hdboard,hdboard,nothing,0,3,3,cblock,3,3,3,5,632,1,0,148,780,gasa,5,y,sbrkr,780,0,0,780,0,0,1,0,2,1,3,4,8,0,0,detchd,1973,1,1,352,3,3,y,196,0,0,0,0,0,0,mnprv,nothing,0,1,2008,wd,normal,124900,7,7,7
61,20,rl,63,13072,pave,nothing,reg,lvl,allpub,inside,3,sawyerw,rrae,norm,1fam,1story,6,5,2004,2004,gable,compshg,vinylsd,vinylsd,nothing,0,3,3,pconc,4,3,1,5,941,1,0,217,1158,gasa,5,y,sbrkr,1158,0,0,1158,1,0,1,1,3,1,4,5,8,0,0,detchd,2006,1,2,576,3,3,y,0,50,0,0,0,0,0,nothing,nothing,0,5,2006,new,partial,158000,10,10,10
62,75,rm,60,7200,pave,nothing,reg,lvl,allpub,inside,3,idotrr,norm,norm,1fam,2.5unf,5,7,1920,1996,gable,compshg,metalsd,metalsd,nothing,0,3,3,brktil,3,2,1,1,0,1,0,530,530,gasa,3,n,sbrkr,581,530,0,1111,0,0,1,0,3,1,2,6,8,0,0,detchd,1935,1,1,288,3,3,n,0,0,144,0,0,0,0,nothing,nothing,0,3,2007,wd,normal,101000,2,9,3
63,120,rl,44,6442,pave,nothing,ir1,lvl,allpub,inside,3,nridght,norm,norm,twnhse,1story,8,5,2006,2006,gable,compshg,vinylsd,vinylsd,stone,178,4,3,pconc,4,4,2,6,24,1,0,1346,1370,gasa,5,y,sbrkr,1370,0,0,1370,0,0,2,0,2,1,4,6,8,1,4,attchd,2006,2,2,484,3,3,y,120,49,0,0,0,0,0,nothing,nothing,0,10,2007,wd,normal,202500,10,10,10
64,70,rm,50,10300,pave,nothing,ir1,bnk,allpub,inside,3,oldtown,rran,feedr,1fam,2story,7,6,1921,1950,gable,compshg,stucco,stucco,nothing,0,3,3,brktil,3,3,1,1,0,1,0,576,576,gasa,4,y,sbrkr,902,808,0,1710,0,0,2,0,3,1,3,9,8,0,0,detchd,1990,1,2,480,3,3,y,12,11,64,0,0,0,0,gdprv,nothing,0,4,2010,wd,normal,140000,2,5,9
65,60,rl,0,9375,pave,nothing,reg,lvl,allpub,inside,3,collgcr,norm,norm,1fam,2story,7,5,1997,1998,gable,compshg,vinylsd,vinylsd,brkface,573,3,3,pconc,4,3,1,6,739,1,0,318,1057,gasa,5,y,sbrkr,1057,977,0,2034,1,0,2,1,3,1,4,8,8,0,0,attchd,1998,2,2,645,3,3,y,576,36,0,0,0,0,0,gdprv,nothing,0,2,2009,wd,normal,219500,9,9,9
66,60,rl,76,9591,pave,nothing,reg,lvl,allpub,inside,3,nridght,norm,norm,1fam,2story,8,5,2004,2005,gable,compshg,vinylsd,vinylsd,brkface,344,4,3,pconc,5,3,3,1,0,1,0,1143,1143,gasa,5,y,sbrkr,1143,1330,0,2473,0,0,2,1,4,1,4,9,8,1,4,builtin,2004,2,3,852,3,3,y,192,151,0,0,0,0,0,nothing,nothing,0,10,2007,wd,normal,317000,10,10,10
67,20,rl,0,19900,pave,nothing,reg,lvl,allpub,inside,3,names,posa,norm,1fam,1story,7,5,1970,1989,gable,compshg,plywood,plywood,brkface,287,3,3,cblock,4,3,4,6,912,1,0,1035,1947,gasa,3,y,sbrkr,2207,0,0,2207,1,0,2,0,3,1,3,7,7,1,4,attchd,1970,2,2,576,3,3,y,301,0,0,0,0,0,0,nothing,nothing,0,7,2010,wd,normal,180000,7,8,7
68,20,rl,72,10665,pave,nothing,ir1,lvl,allpub,inside,3,collgcr,norm,norm,1fam,1story,7,5,2003,2003,gable,compshg,vinylsd,vinylsd,brkface,167,4,3,pconc,4,3,3,6,1013,1,0,440,1453,gasa,5,y,sbrkr,1479,0,0,1479,1,0,2,0,3,1,4,7,8,0,0,attchd,2003,2,2,558,3,3,y,144,29,0,0,0,0,0,nothing,nothing,0,6,2007,wd,normal,226000,10,10,10
69,30,rm,47,4608,pave,nothing,reg,lvl,allpub,corner,3,oldtown,artery,norm,1fam,1story,4,6,1945,1950,gable,compshg,metalsd,metalsd,nothing,0,3,4,cblock,3,3,1,1,0,1,0,747,747,gasa,3,y,sbrkr,747,0,0,747,0,0,1,0,2,1,3,4,8,0,0,attchd,1945,1,1,220,3,3,y,0,0,0,0,0,0,0,nothing,nothing,0,6,2010,wd,normal,80000,4,5,4
70,50,rl,81,15593,pave,nothing,reg,lvl,allpub,corner,3,clearcr,norm,norm,1fam,1.5fin,7,4,1953,1953,gable,compshg,brkface,asbshng,nothing,0,4,3,cblock,3,3,1,4,603,1,0,701,1304,gasw,3,y,sbrkr,1304,983,0,2287,0,0,2,0,3,1,3,7,8,1,3,attchd,1953,3,2,667,3,3,y,0,21,114,0,0,0,0,nothing,nothing,0,7,2006,wd,normal,225000,5,5,5
71,20,rl,95,13651,pave,nothing,ir1,lvl,allpub,inside,3,names,norm,norm,1fam,1story,7,6,1973,1973,gable,compshg,plywood,plywood,brkface,1115,3,4,cblock,4,3,4,5,1880,1,0,343,2223,gasa,5,y,sbrkr,2223,0,0,2223,1,0,2,0,3,1,3,8,8,2,4,attchd,1973,3,2,516,3,3,y,300,0,0,0,0,0,0,nothing,nothing,0,2,2007,wd,normal,244000,7,7,7
72,20,rl,69,7599,pave,nothing,reg,lvl,allpub,corner,3,mitchel,norm,norm,1fam,1story,4,6,1982,2006,gable,compshg,hdboard,plywood,nothing,0,3,3,cblock,3,3,1,5,565,1,0,280,845,gasa,3,y,sbrkr,845,0,0,845,1,0,1,0,2,1,3,4,8,0,0,detchd,1987,1,2,360,3,3,y,0,0,0,0,0,0,0,nothing,nothing,0,6,2007,wd,normal,129500,8,10,8
73,60,rl,74,10141,pave,nothing,ir1,lvl,allpub,corner,3,gilbert,norm,norm,1fam,2story,7,5,1998,1998,gable,compshg,vinylsd,vinylsd,brkface,40,3,3,pconc,4,3,1,1,0,1,0,832,832,gasa,4,y,sbrkr,885,833,0,1718,0,0,2,1,3,1,3,7,8,1,3,attchd,1998,3,2,427,3,3,y,0,94,0,0,291,0,0,nothing,nothing,0,12,2009,wd,normal,185000,9,9,9
74,20,rl,85,10200,pave,nothing,reg,lvl,allpub,inside,3,names,norm,norm,1fam,1story,5,7,1954,2003,gable,compshg,wd sdng,wd sdng,brkface,104,3,3,cblock,3,3,1,5,320,4,362,404,1086,gasa,4,y,sbrkr,1086,0,0,1086,1,0,1,0,3,1,3,6,8,0,0,attchd,1989,1,2,490,3,3,y,0,0,0,0,0,0,0,gdwo,nothing,0,5,2010,wd,normal,144900,5,10,8
75,50,rm,60,5790,pave,nothing,reg,lvl,allpub,corner,3,oldtown,norm,norm,1fam,2story,3,6,1915,1950,gambrel,compshg,vinylsd,vinylsd,nothing,0,4,4,cblock,2,3,1,1,0,1,0,840,840,gasa,4,n,sbrkr,840,765,0,1605,0,0,2,0,3,2,3,8,8,0,0,detchd,1915,1,1,379,3,3,y,0,0,202,0,0,0,0,nothing,nothing,0,5,2010,wd,normal,107400,1,5,1
76,180,rm,21,1596,pave,nothing,reg,lvl,allpub,inside,3,meadowv,norm,norm,twnhs,slvl,4,5,1973,1973,gable,compshg,cemntbd,cmentbd,nothing,0,3,3,cblock,4,3,4,6,462,1,0,0,462,gasa,3,y,sbrkr,526,462,0,988,1,0,1,0,2,1,3,5,8,0,0,builtin,1973,1,1,297,3,3,y,120,101,0,0,0,0,0,gdwo,nothing,0,11,2009,wd,normal,91000,7,7,7
77,20,rl,0,8475,pave,nothing,ir1,lvl,allpub,inside,3,names,norm,norm,1fam,1story,4,7,1956,1956,gable,compshg,vinylsd,vinylsd,nothing,0,3,3,cblock,3,3,1,5,228,1,0,724,952,gasa,5,y,fusea,952,0,0,952,0,0,1,0,2,1,3,4,8,0,0,detchd,1956,1,1,283,3,3,y,0,0,0,0,0,0,0,nothing,nothing,0,4,2008,wd,normal,135750,5,5,5
78,50,rm,50,8635,pave,nothing,reg,lvl,allpub,inside,3,brkside,norm,norm,1fam,1.5fin,5,5,1948,2001,gable,compshg,wd sdng,wd sdng,nothing,0,3,3,cblock,3,3,1,4,336,6,41,295,672,gasa,3,y,sbrkr,1072,213,0,1285,1,0,1,0,2,1,3,6,7,0,0,detchd,1948,1,1,240,3,3,y,0,0,0,0,0,0,0,mnprv,nothing,0,1,2008,wd,normal,127000,4,10,4
79,90,rl,72,10778,pave,nothing,reg,lvl,allpub,inside,3,sawyer,norm,norm,duplex,1story,4,5,1968,1968,hip,compshg,hdboard,hdboard,nothing,0,3,3,cblock,3,3,1,1,0,1,0,1768,1768,gasa,3,n,sbrkr,1768,0,0,1768,0,0,2,0,4,2,3,8,8,0,0,nothing,1968,0,0,0,0,0,y,0,0,0,0,0,0,0,nothing,nothing,0,4,2010,wd,normal,136500,6,6,6
80,50,rm,60,10440,pave,grvl,reg,lvl,allpub,corner,3,oldtown,norm,norm,1fam,2story,5,6,1910,1981,gable,compshg,wd sdng,wd sdng,nothing,0,3,3,pconc,3,3,1,1,0,1,0,440,440,gasa,4,y,sbrkr,682,548,0,1230,0,0,1,1,2,1,3,5,8,0,0,detchd,1966,1,2,440,3,3,y,74,0,128,0,0,0,0,mnprv,nothing,0,5,2009,wd,normal,110000,1,8,6
81,60,rl,100,13000,pave,nothing,reg,lvl,allpub,corner,3,names,norm,norm,1fam,2story,6,6,1968,1968,gable,compshg,vinylsd,vinylsd,brkface,576,3,4,cblock,4,3,1,3,448,1,0,448,896,gasa,3,y,sbrkr,1182,960,0,2142,0,0,2,1,4,1,4,8,8,1,4,attchd,1968,3,1,509,3,3,y,0,72,0,0,252,0,0,nothing,nothing,0,6,2009,wd,normal,193500,6,6,6
82,120,rm,32,4500,pave,nothing,reg,lvl,allpub,fr2,3,mitchel,norm,norm,twnhse,1story,6,5,1998,1998,hip,compshg,vinylsd,vinylsd,brkface,443,3,4,pconc,5,4,1,6,1201,1,0,36,1237,gasa,5,y,sbrkr,1337,0,0,1337,1,0,2,0,2,1,3,5,8,0,0,attchd,1998,3,2,405,3,3,y,0,199,0,0,0,0,0,nothing,nothing,0,3,2006,wd,normal,153500,9,9,9
83,20,rl,78,10206,pave,nothing,reg,lvl,allpub,inside,3,somerst,norm,norm,1fam,1story,8,5,2007,2007,gable,compshg,vinylsd,vinylsd,stone,468,3,3,pconc,4,3,1,6,33,1,0,1530,1563,gasa,5,y,sbrkr,1563,0,0,1563,0,0,2,0,3,1,4,6,8,1,4,attchd,2007,2,3,758,3,3,y,144,99,0,0,0,0,0,nothing,nothing,0,10,2008,wd,normal,245000,10,10,10
84,20,rl,80,8892,pave,nothing,ir1,lvl,allpub,inside,3,names,norm,norm,1fam,1story,5,5,1960,1960,gable,compshg,metalsd,metalsd,brkcmn,66,3,3,cblock,3,3,1,1,0,1,0,1065,1065,gasa,4,y,sbrkr,1065,0,0,1065,0,0,1,1,3,1,3,6,8,0,0,detchd,1974,1,2,461,3,3,y,74,0,0,0,0,0,0,nothing,nothing,0,7,2007,cod,normal,126500,6,6,7
85,80,rl,0,8530,pave,nothing,ir1,lvl,allpub,inside,3,gilbert,norm,norm,1fam,slvl,7,5,1995,1996,gable,compshg,hdboard,hdboard,brkface,22,3,3,pconc,4,3,1,1,0,1,0,384,384,gasa,4,y,sbrkr,804,670,0,1474,0,0,2,1,3,1,3,7,8,1,3,builtin,1995,3,2,400,3,3,y,120,72,0,0,0,0,0,nothing,shed,700,5,2009,wd,normal,168500,9,9,9
86,60,rl,121,16059,pave,nothing,reg,lvl,allpub,corner,3,noridge,norm,norm,1fam,2story,8,5,1991,1992,hip,compshg,hdboard,hdboard,brkface,284,4,3,cblock,4,3,1,1,0,1,0,1288,1288,gasa,5,y,sbrkr,1301,1116,0,2417,0,0,2,1,4,1,4,9,8,1,3,attchd,1991,1,2,462,3,3,y,127,82,0,0,0,0,0,nothing,nothing,0,4,2006,wd,normal,260000,9,9,9
87,60,rl,122,11911,pave,nothing,ir2,lvl,allpub,inside,3,gilbert,norm,norm,1fam,2story,6,5,2005,2005,gable,compshg,vinylsd,vinylsd,nothing,0,4,3,pconc,4,3,3,1,0,1,0,684,684,gasa,5,y,sbrkr,684,876,0,1560,0,0,2,1,3,1,4,6,8,1,4,builtin,2005,3,2,400,3,3,y,100,38,0,0,0,0,0,nothing,nothing,0,3,2009,wd,normal,174000,10,10,10
88,160,fv,40,3951,pave,pave,reg,lvl,allpub,corner,3,somerst,norm,norm,twnhse,2story,6,5,2009,2009,gable,compshg,vinylsd,vinylsd,stone,76,4,3,pconc,4,3,3,1,0,1,0,612,612,gasa,5,y,sbrkr,612,612,0,1224,0,0,2,1,2,1,4,4,8,0,0,detchd,2009,2,2,528,3,3,y,0,234,0,0,0,0,0,nothing,nothing,0,6,2009,new,partial,164500,10,10,10
89,50,c (all),105,8470,pave,nothing,ir1,lvl,allpub,corner,3,idotrr,feedr,feedr,1fam,1.5fin,3,2,1915,1982,hip,compshg,plywood,plywood,nothing,0,2,2,cblock,3,2,1,1,0,1,0,1013,1013,gasa,3,n,sbrkr,1013,0,513,1526,0,0,1,0,2,1,2,6,8,0,0,nothing,1915,0,0,0,0,0,n,0,0,156,0,0,0,0,mnprv,nothing,0,10,2009,conld,abnorml,85000,1,8,1
90,20,rl,60,8070,pave,nothing,reg,lvl,allpub,inside,3,collgcr,norm,norm,1fam,1story,4,5,1994,1995,gable,compshg,vinylsd,vinylsd,nothing,0,3,3,pconc,4,3,1,6,588,1,0,402,990,gasa,5,y,sbrkr,990,0,0,990,1,0,1,0,3,1,3,5,8,0,0,nothing,1994,0,0,0,0,0,y,0,0,0,0,0,0,0,nothing,nothing,0,8,2007,wd,normal,123600,9,9,9
91,20,rl,60,7200,pave,nothing,reg,lvl,allpub,inside,3,names,norm,norm,1fam,1story,4,5,1950,1950,gable,compshg,brkface,wd sdng,nothing,0,3,3,slab,0,0,0,0,0,0,0,0,0,gasa,3,y,fusea,1040,0,0,1040,0,0,1,0,2,1,3,4,8,0,0,detchd,1950,1,2,420,3,3,y,0,29,0,0,0,0,0,nothing,nothing,0,7,2006,wd,normal,109900,5,5,5
92,20,rl,85,8500,pave,nothing,reg,lvl,allpub,inside,3,names,norm,norm,1fam,1story,5,3,1961,1961,hip,compshg,hdboard,hdboard,brkcmn,203,3,3,cblock,3,3,1,3,600,1,0,635,1235,gasa,3,y,sbrkr,1235,0,0,1235,0,0,1,0,2,1,3,6,8,0,0,attchd,1961,1,2,480,3,3,y,0,0,0,0,0,0,0,gdwo,nothing,0,12,2006,wd,abnorml,98600,6,6,6
93,30,rl,80,13360,pave,grvl,ir1,hls,allpub,inside,3,crawfor,norm,norm,1fam,1story,5,7,1921,2006,gable,compshg,wd sdng,wd sdng,nothing,0,3,4,brktil,4,3,1,5,713,1,0,163,876,gasa,5,y,sbrkr,964,0,0,964,1,0,1,0,2,1,3,5,8,0,0,detchd,1921,1,2,432,3,3,y,0,0,44,0,0,0,0,nothing,nothing,0,8,2009,wd,normal,163500,2,10,2
94,190,c (all),60,7200,pave,nothing,reg,lvl,allpub,corner,3,oldtown,norm,norm,2fmcon,2.5unf,6,6,1910,1998,hip,compshg,metalsd,metalsd,nothing,0,3,3,brktil,3,2,2,3,1046,1,0,168,1214,gasw,5,n,sbrkr,1260,1031,0,2291,0,1,2,0,4,2,3,9,8,1,4,detchd,1900,1,2,506,3,3,y,0,0,0,0,99,0,0,nothing,nothing,0,11,2007,wd,normal,133900,1,9,1
95,60,rl,69,9337,pave,nothing,ir1,lvl,allpub,inside,3,collgcr,norm,norm,1fam,2story,6,5,1997,1997,gable,compshg,vinylsd,vinylsd,nothing,0,3,4,pconc,4,3,1,6,648,1,0,176,824,gasa,5,y,sbrkr,905,881,0,1786,1,0,2,1,3,1,4,7,8,0,0,attchd,1997,2,2,684,3,3,y,0,162,0,0,0,0,0,nothing,nothing,0,5,2007,wd,normal,204750,9,9,9
96,60,rl,0,9765,pave,nothing,ir2,lvl,allpub,corner,3,gilbert,norm,norm,1fam,2story,6,8,1993,1993,gable,compshg,vinylsd,vinylsd,brkface,68,5,4,pconc,4,4,1,5,310,1,0,370,680,gasa,4,y,sbrkr,680,790,0,1470,0,0,2,1,3,1,3,6,8,1,3,builtin,1993,3,2,420,3,3,y,232,63,0,0,0,0,0,nothing,shed,480,4,2009,wd,normal,185000,9,9,9
97,20,rl,78,10264,pave,nothing,ir1,lvl,allpub,inside,3,collgcr,norm,norm,1fam,1story,7,5,1999,1999,gable,compshg,vinylsd,vinylsd,brkface,183,4,3,pconc,4,3,3,5,1162,1,0,426,1588,gasa,5,y,sbrkr,1588,0,0,1588,0,0,2,0,3,1,4,6,8,0,0,attchd,1999,2,2,472,3,3,y,158,29,0,0,0,0,0,nothing,nothing,0,8,2006,wd,normal,214000,9,9,9
98,20,rl,73,10921,pave,nothing,reg,hls,allpub,inside,3,edwards,norm,norm,1fam,1story,4,5,1965,1965,hip,compshg,hdboard,hdboard,brkface,48,3,3,cblock,3,3,1,3,520,1,0,440,960,gasa,3,y,fusef,960,0,0,960,1,0,1,0,3,1,3,6,8,0,0,attchd,1965,3,1,432,3,3,p,120,0,0,0,0,0,0,nothing,nothing,0,5,2007,wd,normal,94750,6,6,6
99,30,rl,85,10625,pave,nothing,reg,lvl,allpub,corner,3,edwards,norm,norm,1fam,1story,5,5,1920,1950,gable,compshg,wd sdng,wd sdng,nothing,0,3,3,brktil,3,3,1,5,108,1,0,350,458,gasa,2,n,sbrkr,835,0,0,835,0,0,1,0,2,1,3,5,8,0,0,basment,1920,1,1,366,2,3,y,0,0,77,0,0,0,0,nothing,shed,400,5,2010,cod,abnorml,83000,2,5,2
100,20,rl,77,9320,pave,nothing,ir1,lvl,allpub,inside,3,names,norm,norm,1fam,1story,4,5,1959,1959,gable,compshg,plywood,plywood,nothing,0,3,3,cblock,3,3,1,5,569,1,0,381,950,gasa,2,y,sbrkr,1225,0,0,1225,1,0,1,1,3,1,3,6,8,0,0,nothing,1959,0,0,0,0,0,y,352,0,0,0,0,0,0,nothing,shed,400,1,2010,wd,normal,128950,5,5,5
101,20,rl,0,10603,pave,nothing,ir1,lvl,allpub,inside,3,nwames,norm,norm,1fam,1story,6,7,1977,2001,gable,compshg,plywood,plywood,brkface,28,3,3,pconc,3,3,2,5,1200,1,0,410,1610,gasa,4,y,sbrkr,1610,0,0,1610,1,0,2,0,3,1,4,6,8,2,3,attchd,1977,2,2,480,3,3,y,168,68,0,0,0,0,0,nothing,nothing,0,2,2010,wd,normal,205000,7,10,7
102,60,rl,77,9206,pave,nothing,reg,lvl,allpub,inside,3,sawyerw,norm,norm,1fam,2story,6,5,1985,1985,gable,compshg,hdboard,hdboard,brkface,336,4,3,cblock,4,3,1,1,0,1,0,741,741,gasa,3,y,sbrkr,977,755,0,1732,0,0,2,1,3,1,4,7,8,1,3,attchd,1985,3,2,476,3,3,y,192,46,0,0,0,0,0,nothing,nothing,0,6,2010,wd,normal,178000,8,8,8
103,90,rl,64,7018,pave,nothing,reg,bnk,allpub,inside,3,sawyerw,norm,norm,duplex,1story,5,5,1979,1979,gable,compshg,hdboard,hdboard,nothing,0,3,2,slab,0,0,0,0,0,0,0,0,0,gasa,3,y,sbrkr,1535,0,0,1535,0,0,2,0,4,2,3,8,8,0,0,attchd,1979,1,2,410,3,3,y,0,0,0,0,0,0,0,nothing,nothing,0,6,2009,wd,alloca,118964,7,7,7
104,20,rl,94,10402,pave,nothing,ir1,lvl,allpub,corner,3,collgcr,norm,norm,1fam,1story,7,5,2009,2009,gable,compshg,vinylsd,vinylsd,nothing,0,3,3,pconc,4,3,1,1,0,1,0,1226,1226,gasa,5,y,sbrkr,1226,0,0,1226,0,0,2,0,3,1,4,6,8,0,0,attchd,2009,2,3,740,3,3,y,0,36,0,0,0,0,0,nothing,nothing,0,5,2010,wd,normal,198900,10,10,10
105,50,rm,0,7758,pave,nothing,reg,lvl,allpub,corner,3,idotrr,norm,norm,1fam,1.5fin,7,4,1931,1950,gable,compshg,stucco,stucco,brkface,600,3,2,pconc,3,3,1,2,224,1,0,816,1040,gasa,5,y,fusef,1226,592,0,1818,0,0,1,1,4,1,3,7,8,2,3,detchd,1951,1,1,240,3,3,y,0,0,0,0,184,0,0,nothing,nothing,0,6,2007,wd,normal,169500,3,5,5
106,60,fv,75,9375,pave,nothing,reg,lvl,allpub,inside,3,somerst,norm,norm,1fam,2story,8,5,2003,2004,hip,compshg,vinylsd,vinylsd,brkface,768,4,3,pconc,5,3,1,1,0,1,0,1053,1053,gasa,5,y,sbrkr,1053,939,0,1992,0,0,2,1,3,1,4,9,8,1,4,attchd,2003,2,2,648,3,3,y,140,45,0,0,0,0,0,nothing,nothing,0,8,2008,wd,normal,250000,10,10,10
107,30,rm,60,10800,pave,grvl,reg,lvl,allpub,inside,3,oldtown,norm,norm,1fam,1story,4,7,1885,1995,mansard,compshg,vinylsd,vinylsd,nothing,0,3,3,brktil,2,3,1,1,0,1,0,641,641,gasa,4,y,sbrkr,1047,0,0,1047,0,0,1,0,2,1,3,6,8,0,0,detchd,1954,1,1,273,2,2,n,0,0,0,0,0,0,0,nothing,shed,450,8,2007,wd,normal,100000,1,9,5
108,20,rm,50,6000,pave,nothing,reg,lvl,allpub,inside,3,oldtown,norm,norm,1fam,1story,5,5,1948,1950,gable,compshg,vinylsd,vinylsd,nothing,0,3,3,cblock,3,3,1,5,104,4,169,516,789,gasa,5,y,sbrkr,789,0,0,789,0,0,1,0,2,1,3,5,8,0,0,detchd,1948,1,1,250,3,3,y,0,0,0,0,0,0,0,nothing,nothing,0,4,2008,wd,partial,115000,4,5,4
109,50,rm,85,8500,pave,nothing,reg,lvl,allpub,corner,3,idotrr,artery,norm,1fam,1.5fin,5,7,1919,2005,gable,compshg,cemntbd,cmentbd,nothing,0,3,3,cblock,3,3,1,1,0,1,0,793,793,gasw,3,n,fusef,997,520,0,1517,0,0,2,0,3,1,2,7,8,0,0,nothing,1919,0,0,0,0,0,n,0,0,144,0,0,0,0,nothing,nothing,0,8,2007,wd,normal,115000,1,10,1
110,20,rl,105,11751,pave,nothing,ir1,lvl,allpub,inside,3,nwames,norm,norm,1fam,1story,6,6,1977,1977,hip,compshg,plywood,plywood,brkface,480,3,3,cblock,4,3,1,4,705,1,0,1139,1844,gasa,5,y,sbrkr,1844,0,0,1844,0,0,2,0,3,1,3,7,8,1,3,attchd,1977,2,2,546,3,3,y,0,122,0,0,0,0,0,mnprv,nothing,0,1,2010,cod,normal,190000,7,7,7
111,50,rl,75,9525,pave,nothing,reg,lvl,allpub,inside,3,edwards,norm,norm,1fam,1.5fin,6,4,1954,1972,gable,compshg,wd sdng,wd sdng,nothing,0,3,3,cblock,3,2,1,3,444,1,0,550,994,gasa,4,y,sbrkr,1216,639,0,1855,0,0,2,0,4,1,3,7,8,0,0,attchd,1954,1,1,325,3,3,y,182,0,0,0,0,0,0,nothing,nothing,0,10,2006,wd,normal,136900,5,7,5
112,80,rl,0,7750,pave,nothing,ir1,lvl,allpub,inside,3,gilbert,norm,norm,1fam,slvl,7,5,2000,2000,gable,compshg,vinylsd,vinylsd,nothing,0,3,3,pconc,4,3,1,6,250,1,0,134,384,gasa,5,y,sbrkr,774,656,0,1430,0,0,2,1,3,1,3,7,8,1,3,builtin,2000,3,2,400,3,3,y,180,0,0,0,0,0,0,nothing,nothing,0,4,2010,wd,normal,180000,10,10,10
113,60,rl,77,9965,pave,nothing,reg,lvl,allpub,inside,3,collgcr,norm,norm,1fam,2story,7,5,2007,2007,gable,compshg,vinylsd,vinylsd,stone,220,4,3,pconc,5,3,3,6,984,1,0,280,1264,gasa,5,y,sbrkr,1282,1414,0,2696,1,0,2,1,4,1,5,10,8,1,4,builtin,2007,3,3,792,3,3,y,120,184,0,0,168,0,0,nothing,nothing,0,10,2007,new,partial,383970,10,10,10
114,20,rl,0,21000,pave,nothing,reg,bnk,allpub,corner,3,crawfor,norm,norm,1fam,1story,6,5,1953,1953,hip,compshg,wd sdng,wd sdng,brkface,184,3,4,cblock,4,3,2,5,35,3,869,905,1809,gasa,3,y,sbrkr,2259,0,0,2259,1,0,2,0,3,1,4,7,8,2,4,basment,1953,1,2,450,3,3,y,166,120,192,0,0,0,0,mnprv,nothing,0,10,2007,cod,abnorml,217000,5,5,5
115,70,rl,61,7259,pave,nothing,ir1,lvl,allpub,inside,2,crawfor,norm,norm,1fam,2story,6,8,1945,2002,gambrel,compshg,wd sdng,wd sdng,nothing,0,3,3,cblock,3,3,1,5,774,2,150,104,1028,gasa,5,y,sbrkr,1436,884,0,2320,1,0,2,1,3,1,4,9,8,1,3,detchd,1945,1,1,180,3,3,y,224,0,0,0,0,0,0,mnprv,nothing,0,7,2007,wd,normal,259500,4,10,4
116,160,fv,34,3230,pave,pave,reg,lvl,allpub,corner,3,somerst,norm,norm,twnhse,2story,6,5,1999,1999,gable,compshg,metalsd,metalsd,brkface,1129,3,3,pconc,4,3,1,6,419,1,0,310,729,gasa,4,y,sbrkr,729,729,0,1458,0,0,2,1,2,1,3,5,8,1,2,detchd,1999,1,2,440,3,3,y,0,32,0,0,0,0,0,nothing,nothing,0,6,2007,wd,normal,176000,9,9,9
117,20,rl,0,11616,pave,nothing,reg,lvl,allpub,inside,3,sawyer,norm,norm,1fam,1story,5,5,1962,1962,gable,compshg,wd sdng,wd sdng,brkface,116,3,3,cblock,3,3,1,2,170,4,670,252,1092,gasa,3,y,sbrkr,1092,0,0,1092,0,1,1,0,3,1,3,6,8,1,1,attchd,1962,1,1,288,3,3,y,0,20,144,0,0,0,0,nothing,nothing,0,9,2009,wd,normal,139000,6,6,6
